Prox,Proy,Pany,Excay,Bispy,Tripy,Paly
676.2172559,6296.899414,5496.399414,5413.800781,4891.601563,7180.000488,7393
676.9400739,6331.798828,5538.199219,5487.100586,4851.101563,7194.300293,7415.400146
677.6627929,6238.599609,5505.5,5409.800781,4900.402344,7147.500488,7428.600098
678.3854131,6318.499023,5433.099609,5437.900391,4976.101563,7175.600586,7407
679.1079343,6199.699219,5439,5426.800781,4835.402344,7203.400391,7381.800049
679.8303566,6344.298828,5479.099609,5487.800781,4871.300781,7169.200195,7389.600098
680.5526801,6247.798828,5460.099609,5454.600586,4756.101563,7142.000488,7398.200195
681.2749048,6232.399414,5462.299805,5445.200195,4884.701172,7164.800293,7407
681.9970307,6332.298828,5355.5,5488.700195,4841.001953,7171.300293,7405.600098
682.7190579,6254.499023,5487.5,5446.900391,4883.402344,7182.200195,7403
683.4409863,6316.099609,5466.199219,5499.900391,4901.201172,7229.600586,7402.5
684.162816,6274.699219,5548.699219,5444.700195,4781.601563,7178.400391,7403
684.884547,6240.298828,5466,5465.5,4841.601563,7140.800293,7406.600098
685.6061793,6311.399414,5459.5,5401.700195,4839.402344,7172.000488,7398.900146
686.327713,6231.399414,5456.299805,5463.300781,4805.201172,7151.700195,7413.5
687.0491481,6307.298828,5468,5390.700195,4870.501953,7106.700195,7425.100098
687.7704847,6347.798828,5479.399414,5444.600586,4792.902344,7210.000488,7401.900146
688.4917226,6365.899414,5495.699219,5483.5,4824.800781,7181.900391,7390.200195
689.2128621,6272.899414,5477.5,5495.300781,4927.800781,7131.100586,7406.400146
689.933903,6222.699219,5453.399414,5533.600586,4836.201172,7210.500488,7417.900146
690.6548454,6294.298828,5440.699219,5422,4820.701172,7174.700195,7388.600098
691.3756894,6206.099609,5491,5445,4802.501953,7169.900391,7408.5
692.096435,6283.798828,5360.099609,5497,4838.101563,7110.500488,7395.800049
692.8170821,6288.798828,5513.399414,5516.100586,4877.101563,7223.600586,7391.400146
693.5376309,6256.199219,5377.299805,5473.600586,4869.601563,7182.100586,7420.100098
694.2580813,6241.899414,5452.599609,5423.700195,4758.800781,7148.100586,7405.100098
694.9784334,6206.399414,5425.5,5502.400391,4790.402344,7167.900391,7389.600098
695.6986873,6228.699219,5498,5529.300781,4778.101563,7163.000488,7416.200195
696.4188428,6174.099609,5462.199219,5514.700195,4799.402344,7199.100586,7418.900146
697.1389001,6228.699219,5502,5502.900391,4939.601563,7173.900391,7408.400146
697.8588591,6235.499023,5521.5,5489,4933.701172,7130.300293,7418.200195
698.57872,6274.798828,5415.699219,5582.800781,4915.902344,7250.300293,7412.900146
699.2984827,6243.798828,5534.399414,5510.5,4896.001953,7209.600586,7413.700195
700.0181472,6288.499023,5460.699219,5473.100586,5025.601563,7185.900391,7385.400146
700.7377136,6246.399414,5541.5,5530.800781,4951.601563,7181.000488,7404.5
701.457182,6319.899414,5525.699219,5567.200195,4951.300781,7199.600586,7389.900146
702.1765522,6279.798828,5518.199219,5494.100586,4946.402344,7230.700195,7389
702.8958244,6247.399414,5492,5511.900391,4927.701172,7188.200195,7384.300049
703.6149986,6280.599609,5611.599609,5573.200195,5042.902344,7187.500488,7398.900146
704.3340748,6336.899414,5591.799805,5617.800781,5002.201172,7226.100586,7407.200195
705.0530531,6227.899414,5457.599609,5512.200195,4944.300781,7180.100586,7395.5
705.7719334,6246.099609,5567.699219,5560.300781,5045.800781,7244.100586,7401.200195
706.4907157,6315.399414,5570.399414,5619.400391,5036.902344,7234.900391,7404.900146
707.2094002,6312.399414,5536.199219,5615.200195,5037.501953,7185.600586,7396.5
707.9279868,6317.199219,5618.799805,5615.900391,5047.601563,7208.500488,7411
708.6464756,6359.599609,5670.799805,5633.900391,5018.902344,7208.900391,7406.100098
709.3648666,6385.199219,5620.399414,5551.600586,5113.501953,7189.300293,7398.400146
710.0831598,6289.899414,5589.599609,5626.200195,5128.800781,7194.200195,7411.700195
710.8013552,6384.499023,5682.899414,5590.800781,5106.001953,7229.400391,7423.900146
711.5194529,6435.699219,5594.099609,5693.400391,5113.601563,7195.100586,7403.300049
712.2374529,6343.798828,5686.399414,5573.700195,5097.300781,7178.400391,7397.700195
712.9553552,6401.999023,5698.199219,5694.600586,5253.201172,7226.500488,7408.600098
713.6731598,6384.798828,5626.5,5706,5160.501953,7255.100586,7407.800049
714.3908668,6362.099609,5629.699219,5641.400391,5282.402344,7228.800293,7393
715.1084762,6395.399414,5646.099609,5692.800781,5159.101563,7263.000488,7424.100098
715.825988,6443.199219,5712,5688.400391,5175.001953,7200.000488,7416
716.5434022,6378.798828,5754.899414,5611.5,5125.902344,7234.800293,7408.600098
717.2607189,6411.798828,5674.399414,5680.400391,5135.300781,7231.800293,7400.400146
717.9779381,6406.798828,5759.5,5715.900391,5240.701172,7251.800293,7417.5
718.6950598,6393.399414,5718.5,5718.200195,5250.101563,7199.400391,7387.900146
719.4120841,6412.199219,5712.299805,5764.400391,5318.902344,7260.100586,7416.200195
720.1290109,6451.199219,5749.199219,5731.300781,5283.800781,7290.500488,7405.800049
720.8458404,6452.798828,5716.799805,5720,5161.501953,7263.200195,7431.200195
721.5625724,6414.199219,5786,5753,5227.300781,7292.500488,7407.5
722.2792071,6510.499023,5831.599609,5720.900391,5304.800781,7296.600586,7415.5
722.9957445,6522.199219,5722.399414,5812.5,5342.800781,7217.400391,7407.300049
723.7121846,6480.298828,5805.399414,5793,5383.800781,7234.300293,7413.100098
724.4285273,6447.999023,5785.799805,5789.200195,5321.800781,7261.700195,7399.100098
725.1447729,6469.599609,5778.699219,5782.400391,5290.300781,7238.000488,7418
725.8609212,6481.699219,5817.5,5752.800781,5272.101563,7255.600586,7400.700195
726.5769723,6541.399414,5927.199219,5824.900391,5438.201172,7291.300293,7415.900146
727.2929262,6678.798828,5942.599609,5871.5,5508.201172,7291.100586,7421.400146
728.008783,6571.099609,5985.099609,5938.900391,5472.201172,7341.900391,7412.600098
728.7245426,6627.899414,5954,5982.200195,5546.300781,7327.900391,7435
729.4402052,6595.399414,5977.099609,5900.200195,5405.800781,7313.200195,7409.300049
730.1557707,6482.899414,5887,5887.900391,5464.501953,7264.300293,7443.100098
730.8712391,6539.599609,5888.5,5918,5515.902344,7309.500488,7419.400146
731.5866105,6732.399414,6116.5,6086.300781,5730.800781,7492.500488,7626.100098
732.3018849,6530.899414,5939.699219,5886,5568.402344,7284.700195,7414.800049
733.0170623,6617.099609,5913.099609,5961.900391,5483.800781,7336.000488,7410.700195
733.7321428,6561.199219,5891.099609,5883.900391,5593.201172,7315.700195,7413.400146
734.4471264,6666.499023,6066,5945.400391,5515.501953,7305.900391,7425.900146
735.162013,6652.699219,6007.5,5907.400391,5581.300781,7331.800293,7425.100098
735.8768028,6646.798828,6065.799805,5979.100586,5726.902344,7297.400391,7418.700195
736.5914958,6697.199219,6014.299805,6007.800781,5633.300781,7330.300293,7428.100098
737.3060919,6611.199219,5963.899414,5942.700195,5599.501953,7273.700195,7427.400146
738.0205912,6605.499023,5997.599609,5996.900391,5631.902344,7286.100586,7405.5
738.7349938,6692.798828,6001.099609,5935.5,5536.101563,7333.400391,7409.400146
739.4492996,6714.899414,5958.5,5965.900391,5502.701172,7360.500488,7408.900146
740.1635087,6637.099609,6048.799805,6004.5,5663.201172,7346.400391,7412.100098
740.8776211,6675.599609,6095,5940.200195,5707.300781,7356.400391,7436.800049
741.5916368,6668.599609,6018.399414,6089.200195,5649.201172,7327.400391,7407.900146
742.3055559,6704.399414,6050.399414,6014.200195,5583.001953,7324.000488,7439.600098
743.0193784,6699.999023,6139.399414,6073.5,5675.601563,7312.500488,7402.600098
743.7331043,6703.798828,6093.599609,6036.200195,5750.402344,7320.400391,7417.600098
744.4467336,6692.699219,6089.599609,6071.200195,5628.501953,7327.700195,7427.400146
745.1602663,6694.599609,6035.299805,5998.900391,5621.701172,7319.700195,7393.200195
745.8737026,6669.399414,6093.399414,6063.5,5583.402344,7287.500488,7424.800049
746.5870423,6740.899414,6101.599609,6023.800781,5732.101563,7323.900391,7426.600098
747.3002856,6701.099609,6101.699219,6047,5834.402344,7363.700195,7414
748.0134324,6695.298828,6130.199219,6039,5786.101563,7341.900391,7433.5
748.7264829,6757.999023,6106.299805,6081.800781,5695.701172,7341.600586,7430.100098
749.4394369,6750.499023,6095.399414,6064.100586,5801.101563,7294.200195,7410.300049
750.1522946,6688.999023,6191.099609,6071.5,5691.800781,7341.900391,7406.600098
750.8650559,6650.099609,6100.199219,6101,5626.902344,7381.200195,7419.800049
751.5777209,6694.199219,6017,6019.800781,5647.701172,7352.900391,7414.200195
752.2902896,6797.999023,6074.799805,5966.200195,5788.701172,7320.900391,7415
753.0027621,6743.298828,6119.899414,6089.5,5691.101563,7349.400391,7416.200195
753.7151383,6744.798828,6144.099609,6056.900391,5678.800781,7300.500488,7428.100098
754.4274183,6729.399414,6174.199219,6056.200195,5649.501953,7367.900391,7419.400146
755.1396021,6741.699219,6155.399414,6136.200195,5820.201172,7314.900391,7428.100098
755.8516897,6651.599609,6106.199219,6055.600586,5811.300781,7324.200195,7417
756.5636812,6723.798828,6118.799805,6119.800781,5685.501953,7295.300293,7413.5
757.2755766,6606.699219,6063.299805,6012.700195,5715.101563,7300.700195,7409.800049
757.9873759,6785.298828,6090.099609,6034.600586,5753.902344,7299.400391,7411.400146
758.6990791,6722.599609,6062.699219,6026.900391,5663.800781,7279.800293,7399
759.4106863,6697.999023,6139.699219,6006.600586,5755.902344,7315.200195,7411.800049
760.1221975,6734.999023,6047.899414,6120.300781,5701.800781,7289.300293,7405.600098
760.8336127,6728.798828,6088.799805,6070.900391,5871.201172,7371.100586,7410.5
761.5449319,6775.999023,6130.099609,6106.200195,5881.501953,7325.500488,7406.800049
762.2561552,6812.099609,6153.099609,6119.5,5781.201172,7349.600586,7428.600098
762.9672826,6751.199219,6228.799805,6121.600586,5855.701172,7398.700195,7431.900146
763.6783141,6662.099609,6235.5,6139.400391,5856.800781,7354.700195,7399.400146
764.3892497,6726.399414,6152.699219,6126.100586,5789.601563,7351.200195,7405.5
765.1000895,6742.099609,6133.5,6084.900391,5857.300781,7283.400391,7423.600098
765.8108334,6769.099609,6216.699219,6208.200195,5744.001953,7318.400391,7415.600098
766.5214816,6712.399414,6222.399414,6054.200195,5845.300781,7316.400391,7399.900146
767.232034,6785.499023,6155.699219,6144.300781,5839.701172,7343.600586,7386.5
767.9424907,6683.999023,6161,6182.5,5859.701172,7322.200195,7397.5
768.6528517,6714.298828,6199,6121.800781,5809.300781,7319.600586,7428.100098
769.3631169,6773.199219,6218.5,6097.5,5804.101563,7395.800293,7395.300049
770.0732866,6852.699219,6189.599609,6161.900391,5845.701172,7328.000488,7405.100098
770.7833605,6753.699219,6164.099609,6104.300781,5810.201172,7348.100586,7410
771.4933389,6766.399414,6181.199219,6129.700195,5872.902344,7353.300293,7392.700195
772.2032217,6815.999023,6246.399414,6175.400391,5932.300781,7365.400391,7417.300049
772.9130089,6776.699219,6246.599609,6178.100586,5946.701172,7325.300293,7391.5
773.6227006,6795.699219,6226.599609,6145,5895.701172,7299.600586,7408.300049
774.3322967,6799.399414,6248.799805,6178.600586,5981.800781,7353.900391,7403
775.0417974,6841.699219,6216.299805,6272.5,5877.402344,7329.500488,7408.5
775.7512026,6841.599609,6178.699219,6173.200195,5933.101563,7375.100586,7390.400146
776.4605124,6724.298828,6185.5,6118.700195,5792.601563,7302.300293,7408.200195
777.1697267,6791.399414,6291.799805,6183.200195,5892.300781,7316.800293,7399
777.8788457,6819.699219,6220.5,6169.200195,5922.001953,7350.500488,7400.300049
778.5878693,6784.798828,6235.199219,6163.800781,5928.601563,7257.000488,7401.900146
779.2967976,6779.999023,6224.299805,6178.600586,5938.501953,7332.800293,7391.5
780.0056305,6701.399414,6246.199219,6168.300781,5936.701172,7336.700195,7384.100098
780.7143682,6782.499023,6245.5,6150.200195,5736.701172,7327.000488,7397.800049
781.4230106,6795.099609,6265.799805,6101.200195,5872.101563,7366.700195,7382.700195
782.1315578,6728.298828,6256.799805,6097.800781,5836.601563,7329.300293,7374.400146
782.8400097,6774.999023,6145,6172.400391,5858.001953,7346.100586,7404.200195
783.5483665,6763.699219,6260.099609,6195.5,5795.902344,7326.100586,7387.200195
784.2566281,6785.199219,6327.599609,6118.300781,5889.902344,7323.300293,7394.100098
784.9647945,6763.298828,6169.199219,6148.700195,5837.201172,7371.400391,7394.5
785.6728659,6734.999023,6193.299805,6129.400391,5886.501953,7348.300293,7390.5
786.3808421,6682.699219,6257.299805,6185.600586,5790.902344,7294.700195,7392.300049
787.0887233,6709.798828,6189.799805,6140.600586,5841.601563,7279.400391,7401.600098
787.7965095,6760.199219,6203.599609,6171.200195,5880.701172,7304.200195,7391.900146
788.5042006,6695.199219,6205.5,6135.700195,5908.601563,7327.900391,7378.5
789.2117967,6679.399414,6274.299805,6181.800781,5855.101563,7311.400391,7374.900146
789.9192979,6680.298828,6200.5,6297.700195,5909.101563,7313.700195,7401
790.6267042,6752.199219,6235.099609,6142.5,5886.501953,7311.300293,7386.900146
791.3340155,6786.298828,6249.099609,6241.600586,5956.701172,7361.500488,7369.700195
792.0412319,6731.099609,6257.399414,6132.5,5881.701172,7321.900391,7391.700195
792.7483535,6773.599609,6263.799805,6262.700195,5964.201172,7330.500488,7412.900146
793.4553802,6669.099609,6284,6189.5,5874.001953,7334.000488,7382
794.1623122,6853.499023,6225.199219,6161.300781,5816.300781,7344.100586,7390.5
794.8691493,6663.699219,6263.699219,6176.700195,5948.601563,7330.000488,7380.400146
795.5758916,6719.599609,6168,6263.300781,5927.800781,7345.500488,7383
796.2825393,6741.899414,6268.5,6201.5,5860.601563,7292.300293,7375.700195
796.9890922,6763.899414,6164.099609,6182.800781,5984.402344,7307.200195,7395.600098
797.6955504,6707.699219,6256.5,6169.300781,5976.902344,7301.700195,7388.5
798.4019139,6778.999023,6260.799805,6225.300781,5913.501953,7336.200195,7391
799.1081828,6749.099609,6240,6191.700195,5864.800781,7330.100586,7388.200195
799.8143571,6758.298828,6283.299805,6198.800781,5889.201172,7353.500488,7373.300049
800.5204368,6758.899414,6187,6211.600586,5963.001953,7340.100586,7383.400146
801.2264219,6667.999023,6141.099609,6147.300781,5985.701172,7290.600586,7358
801.9323125,6827.199219,6315.399414,6230,5892.501953,7323.500488,7392.800049
802.6381085,6720.099609,6191.899414,6163.5,5777.601563,7311.600586,7373.800049
803.3438101,6611.899414,6183.799805,6164.900391,5797.101563,7260.200195,7389.900146
804.0494172,6729.099609,6218.799805,6195.300781,5807.601563,7317.700195,7354
804.7549299,6661.699219,6235.799805,6157.5,5796.402344,7314.200195,7379.400146
805.4603481,6657.899414,6236.099609,6170.200195,5754.501953,7305.500488,7352.900146
806.1656719,6611.199219,6177.5,6178.400391,5816.601563,7304.300293,7360.600098
806.8709014,6711.399414,6151.699219,6149,5907.201172,7302.100586,7382.300049
807.5760365,6689.199219,6217.799805,6158.800781,5850.101563,7317.400391,7374.800049
808.2810773,6719.599609,6189.099609,6180.700195,5936.800781,7304.400391,7381.5
808.9860238,6597.599609,6205,6270.400391,5989.001953,7298.900391,7370.100098
809.6908761,6733.999023,6203.5,6195.300781,5819.501953,7338.100586,7372.5
810.395634,6721.798828,6225.399414,6241.200195,5872.201172,7326.900391,7383.300049
811.1002978,6695.798828,6235.399414,6177.700195,5946.902344,7304.300293,7360.700195
811.8048674,6734.399414,6302.299805,6249.400391,6023.501953,7333.900391,7378
812.5093428,6770.099609,6300.699219,6224.5,5957.701172,7289.800293,7367.100098
813.213724,6746.298828,6342.5,6202.5,6053.902344,7289.300293,7354.100098
813.9180112,6822.798828,6259.099609,6290.5,6041.201172,7358.800293,7370
814.6222042,6887.699219,6333.399414,6349.800781,6106.800781,7336.700195,7398.800049
815.3263031,6849.798828,6358.199219,6303,6016.902344,7321.300293,7368.400146
816.030308,6710.798828,6266.099609,6233.200195,6050.601563,7338.400391,7379.900146
816.7342189,6733.399414,6271.099609,6233.800781,6003.601563,7252.600586,7384.700195
817.4380358,6720.298828,6260.899414,6275.100586,6008.300781,7340.400391,7366.600098
818.1417587,6767.599609,6247.599609,6216.700195,5933.101563,7304.300293,7371.200195
818.8453876,6754.999023,6282.299805,6194.600586,6011.101563,7366.900391,7369.800049
819.5489227,6799.699219,6339.099609,6304.300781,6045.201172,7299.100586,7366.5
820.2523638,6792.699219,6329.5,6271.200195,5883.902344,7334.300293,7360.900146
820.955711,6741.399414,6341.399414,6155.900391,5957.601563,7324.300293,7361.400146
821.6589644,6716.798828,6322.899414,6234.600586,5926.701172,7336.100586,7376.100098
822.362124,6795.099609,6314,6255.800781,5987.101563,7314.900391,7368
823.0651898,6715.798828,6289.299805,6265.700195,5968.800781,7312.900391,7356.200195
823.7681617,6780.298828,6360.899414,6300.800781,5919.902344,7290.100586,7379.5
824.47104,6815.099609,6360.199219,6308.700195,6003.601563,7294.900391,7377.100098
825.1738245,6831.699219,6314.299805,6348.300781,6014.800781,7325.500488,7364.5
825.8765153,6875.798828,6327.299805,6283.800781,6001.501953,7330.600586,7378.600098
826.5791124,6821.298828,6324.599609,6275.5,6191.601563,7294.900391,7366
827.2816158,6811.999023,6369.899414,6345.5,6131.902344,7337.700195,7369.5
827.9840256,6822.399414,6340.599609,6395.5,6142.501953,7346.900391,7389.700195
828.6863419,6827.199219,6502.699219,6390.200195,6186.101563,7331.500488,7374.900146
829.3885645,6806.599609,6262,6337.200195,6255.201172,7335.300293,7343.700195
830.0906936,6813.699219,6328.399414,6275,6162.402344,7320.600586,7364
830.7927291,6794.399414,6412.199219,6300.5,6025.300781,7362.600586,7376.100098
831.4946711,6808.899414,6409,6326.800781,6202.501953,7305.300293,7382
832.1965197,6711.899414,6293.399414,6361.300781,6085.101563,7342.900391,7358.200195
832.8982748,6780.499023,6266.799805,6259.100586,5933.902344,7330.400391,7385.600098
833.5999364,6806.199219,6332.199219,6288.100586,6096.501953,7361.800293,7377.400146
834.3015047,6790.399414,6406.299805,6337.100586,6083.800781,7318.500488,7371.800049
835.0029795,6840.899414,6417.5,6334.800781,6133.902344,7324.900391,7366.900146
835.704361,6851.499023,6417.5,6385.100586,6148.201172,7345.400391,7374.400146
836.4056492,6820.298828,6467.5,6355.800781,6182.800781,7329.900391,7362.200195
837.106844,6819.399414,6366.199219,6336.600586,6127.001953,7320.700195,7367.5
837.8079456,6813.298828,6378.799805,6364,6130.101563,7354.900391,7364.100098
838.5089538,6781.599609,6452.399414,6347.100586,6071.001953,7346.800293,7359.800049
839.2098689,6760.699219,6396.799805,6280.100586,6252.101563,7333.100586,7355.100098
839.9106907,6726.199219,6398.799805,6336.200195,6135.201172,7328.700195,7384.300049
840.6114194,6777.699219,6419.399414,6337.200195,6129.701172,7359.300293,7373.600098
841.3120548,6891.298828,6414.799805,6339.200195,6140.300781,7319.400391,7384.300049
842.0125971,6805.298828,6404.599609,6340.400391,6123.800781,7303.300293,7377.100098
842.7130464,6825.298828,6395.199219,6412,6185.201172,7329.000488,7368.800049
843.4134025,6862.099609,6481.699219,6373.200195,6163.501953,7362.500488,7392.700195
844.1136655,6863.499023,6486.699219,6299,6194.701172,7358.700195,7385.800049
844.8138355,6940.298828,6447.199219,6385,6232.501953,7314.100586,7369.200195
845.5139125,6857.499023,6454.299805,6372.600586,6176.501953,7348.000488,7337.700195
846.2138965,6807.199219,6392.599609,6399.100586,6278.701172,7375.400391,7374.5
846.9137875,6939.599609,6367,6386.300781,6228.300781,7354.600586,7377
847.6135856,6811.899414,6495,6344.900391,6196.800781,7335.100586,7354.700195
848.3132907,6857.499023,6451.799805,6381.900391,6203.001953,7354.700195,7361.200195
849.0129029,6893.099609,6514.199219,6372.900391,6303.601563,7373.300293,7372.600098
849.7124223,6942.298828,6425.699219,6433.100586,6318.902344,7373.900391,7374.100098
850.4118488,6860.199219,6479.199219,6422.800781,6259.601563,7401.400391,7381.600098
851.1111825,6846.199219,6458.799805,6411.300781,6287.902344,7359.900391,7375.100098
851.8104234,6936.099609,6530.5,6389.400391,6143.001953,7345.000488,7364.100098
852.5095715,6967.199219,6452.099609,6476.200195,6230.701172,7398.100586,7376.800049
853.2086269,6930.999023,6503.699219,6422.400391,6262.300781,7332.200195,7360.300049
853.9075895,6823.499023,6541.599609,6489.700195,6222.902344,7363.300293,7360.5
854.6064594,6920.999023,6554.5,6495.5,6398.800781,7375.900391,7386.100098
855.3052366,6997.499023,6553.400391,6466.800781,6383.402344,7426.400391,7390.800049
856.0039212,6878.798828,6475.799805,6473.400391,6271.300781,7355.000488,7377.200195
856.7025132,6973.199219,6520.099609,6504,6329.501953,7392.200195,7367.5
857.4010125,6950.298828,6555.599609,6478.600586,6361.001953,7345.100586,7389.5
858.0994193,6893.999023,6498.5,6519.5,6298.300781,7381.700195,7367.600098
858.7977335,6932.499023,6573.400391,6450.900391,6340.501953,7439.400391,7363
859.4959552,7008.899414,6575.099609,6564.100586,6421.300781,7394.100586,7358.600098
860.1940843,6967.099609,6617,6586.800781,6450.201172,7444.700195,7402.700195
860.892121,7045.298828,6714.798828,6579.900391,6479.601563,7398.500488,7384.400146
861.5900652,7009.899414,6679.099609,6601.100586,6442.501953,7441.600586,7380.200195
862.287917,7054.999023,6688,6556.700195,6372.501953,7414.400391,7374.600098
862.9856763,7042.099609,6733.099609,6581.900391,6493.402344,7369.600586,7382
863.6833433,7007.199219,6697.798828,6476.800781,6404.701172,7458.000488,7376.900146
864.3809179,6969.399414,6643.099609,6538.200195,6328.101563,7406.400391,7374.5
865.0784002,6988.298828,6618.298828,6497.700195,6475.501953,7396.400391,7396.800049
865.7757901,7015.099609,6664.199219,6484.700195,6447.001953,7404.000488,7352.900146
866.4730878,7122.099609,6675.199219,6470.100586,6506.800781,7405.900391,7370.600098
867.1702931,7075.399414,6651.099609,6609,6448.800781,7422.600586,7371.800049
867.8674063,7134.699219,6737.699219,6539.5,6565.701172,7438.600586,7402.200195
868.5644272,7046.499023,6745.099609,6585.200195,6603.701172,7443.000488,7380.700195
869.2613559,6964.199219,6697.798828,6622.200195,6505.501953,7452.400391,7382.400146
869.9581925,7022.298828,6759.199219,6509.900391,6462.001953,7393.700195,7386.700195
870.6549369,7147.499023,6722.699219,6529.300781,6484.101563,7434.400391,7377.300049
871.3515891,7158.298828,6724.900391,6576.300781,6465.101563,7461.500488,7389.100098
872.0481493,7062.798828,6783.798828,6554.5,6499.501953,7459.100586,7391.200195
872.7446174,7019.899414,6737.5,6530.700195,6602.601563,7414.000488,7387.800049
873.4409935,7064.899414,6692.599609,6627.5,6551.001953,7427.800293,7384.700195
874.1372775,7112.298828,6774,6596.400391,6622.902344,7480.000488,7414.800049
874.8334695,7102.699219,6789.199219,6654.800781,6593.601563,7499.500488,7405.300049
875.5295696,7069.199219,6804.298828,6605.300781,6614.201172,7447.000488,7400.200195
876.2255776,7040.199219,6763.400391,6612.5,6587.701172,7396.300293,7402.100098
876.9214938,7018.999023,6770.798828,6598.800781,6600.800781,7409.600586,7376.200195
877.617318,7038.399414,6776.298828,6565.800781,6568.001953,7453.400391,7380.400146
878.3130504,7058.199219,6666.900391,6545,6597.001953,7462.100586,7366.5
879.0086909,7170.999023,6711.298828,6546.200195,6554.501953,7466.600586,7418
879.7042396,7011.499023,6674.099609,6571,6701.201172,7436.800293,7380.800049
880.3996964,7086.298828,6796.699219,6625.300781,6658.800781,7445.100586,7405.700195
881.0950615,7174.499023,6722.699219,6642.800781,6655.902344,7434.900391,7371.200195
881.7903348,7132.099609,6768.798828,6604.600586,6508.501953,7409.300293,7384.700195
882.4855164,7017.999023,6734.099609,6489.100586,6507.402344,7417.400391,7371.300049
883.1806063,7059.999023,6772.699219,6566.800781,6676.201172,7435.500488,7381.5
883.8756044,7091.798828,6780.199219,6584.600586,6482.300781,7413.900391,7365.200195
884.5705109,7154.399414,6698.798828,6587.400391,6624.800781,7375.100586,7403.800049
885.2653258,7134.999023,6735.400391,6586.300781,6567.601563,7442.500488,7388.600098
885.960049,7088.899414,6779.5,6564.800781,6673.001953,7431.400391,7382.900146
886.6546807,7064.798828,6742.900391,6553.800781,6642.902344,7388.100586,7393.900146
887.3492207,7150.798828,6849.099609,6654.300781,6625.300781,7438.500488,7389.700195
888.0436693,7098.499023,6859.5,6544,6553.402344,7423.100586,7389.300049
888.7380263,7057.899414,6782.400391,6646.200195,6690.001953,7437.300293,7388.400146
889.4322918,7083.399414,6827.199219,6654.200195,6592.001953,7436.100586,7371.100098
890.1264658,7113.298828,6822.298828,6654.800781,6692.501953,7461.500488,7389.800049
890.8205484,7178.999023,6858.900391,6627,6651.902344,7466.200195,7384.600098
891.5145395,7148.399414,6791.5,6623.5,6709.201172,7448.200195,7380.400146
892.2084393,7154.899414,6786.798828,6653.700195,6767.402344,7443.600586,7372
892.9022477,7202.699219,6792.400391,6709.400391,6672.601563,7438.000488,7392.200195
893.5959647,7173.499023,6882.400391,6573.600586,6548.701172,7399.700195,7387.200195
894.2895904,7113.599609,6829.099609,6597,6682.001953,7471.900391,7391.5
894.9831247,7088.899414,6836,6653.100586,6603.501953,7406.400391,7384.600098
895.6765678,7105.599609,6754,6652.300781,6589.201172,7431.500488,7386.800049
896.3699197,7193.099609,6812.699219,6645.700195,6679.101563,7439.700195,7389.300049
897.0631803,7121.999023,6847.900391,6652.400391,6692.001953,7441.800293,7401.700195
897.7563497,7118.199219,6939.798828,6547.800781,6644.201172,7477.600586,7392.800049
898.4494279,7084.199219,6860.900391,6614.800781,6635.800781,7392.300293,7395.600098
899.1424149,7102.798828,6870.400391,6659.5,6706.501953,7448.400391,7375.600098
899.8353108,7135.599609,6786.298828,6574.800781,6693.402344,7435.700195,7377.100098
900.5281156,7180.699219,6847.798828,6621.400391,6703.902344,7404.100586,7400.700195
901.2208293,7122.298828,6871.900391,6628.700195,6732.300781,7474.400391,7393.300049
901.9134519,7089.999023,6903.900391,6673.300781,6734.201172,7476.600586,7393.400146
902.6059835,7084.499023,6868.599609,6630.600586,6622.601563,7448.600586,7388.800049
903.298424,7190.899414,6824.298828,6602.900391,6709.300781,7435.900391,7372.5
903.9907736,7194.199219,6852.298828,6619.400391,6776.101563,7425.000488,7393.100098
904.6830322,7100.399414,6902.400391,6627.100586,6714.300781,7428.400391,7374.800049
905.3751998,7128.499023,6832.699219,6647,6737.501953,7472.300293,7396
906.0672765,7137.999023,6914.298828,6705.800781,6680.601563,7435.600586,7372.900146
906.7592623,7296.798828,6952.5,6704.800781,6781.402344,7401.800293,7374.600098
907.4511572,7182.399414,6882.599609,6666.700195,6686.101563,7491.500488,7377.300049
908.1429613,7167.599609,6901.199219,6638.300781,6823.001953,7497.300293,7405.700195
908.8346746,7132.999023,6864.900391,6699.800781,6680.300781,7418.300293,7403.5
909.526297,7150.399414,6871.599609,6596.5,6718.902344,7472.200195,7395.5
910.2178287,7166.199219,6887.400391,6662.200195,6641.501953,7448.000488,7393
910.9092696,7162.699219,6966.900391,6728.5,6772.601563,7482.500488,7370.5
911.6006197,7229.899414,7007.900391,6694.700195,6854.800781,7449.400391,7384.800049
912.2918792,7156.899414,6892.199219,6744.900391,6694.501953,7450.200195,7375.900146
912.983048,7229.099609,7014.798828,6712.300781,6754.701172,7450.700195,7398.600098
913.6741261,7232.798828,7093.5,6703.200195,6804.201172,7471.200195,7390.100098
914.3651135,7157.899414,6920.298828,6715.100586,6816.902344,7502.900391,7387.900146
915.0560104,7331.298828,7011.900391,6715.100586,6869.300781,7462.000488,7395.300049
915.7468166,7282.199219,6944.900391,6677.900391,6735.001953,7426.400391,7389.400146
916.4375323,7263.699219,6924.199219,6618.200195,6739.800781,7501.500488,7364.900146
917.1281574,7169.199219,6857.699219,6626.200195,6720.601563,7411.700195,7411.300049
917.8186921,7199.699219,6928,6715.900391,6786.601563,7470.300293,7391.800049
