Taxa;T-index;M-index;Area;pfT-index (C);pfT-index (A);Color
B. cf. aculeatus;29.45070089;0.705491859;18;50.87723979;15.2211797;#aecec5
B. cf. aculeatus;45.35743244;0.800157024;46;72.95987523;17.50099675;#aecec5
B. cf. aculeatus;44.20468666;0.791894667;27;72.41435126;17.39932048;#aecec5
B. cf. aculeatus;30.89190312;0.711947694;46;54.01482941;13.58431909;#aecec5
B. cf. aculeatus;37.65892182;0.679470876;20;47.46817583;16.30973912;#aecec5
B. cf. aculeatus;43.11839797;0.760682881;49;65.7556934;17.4360581;#aecec5
B. cf. aculeatus;44.13906262;0.773048722;41;68.44177274;17.63869014;#aecec5
B. cf. aculeatus;48.22354139;0.797602025;34;72.10590417;18.7252643;#aecec5
B. cf. aculeatus;36.39325495;0.743405413;34;61.0157017;14.79963518;#aecec5
B. cf. aculeatus;38.82833945;0.769617556;19;71.19430719;16.57483317;#aecec5
B. cf. aculeatus;27.70262686;0.698718362;19;49.65910908;14.31542762;#aecec5
B. cf. aculeatus;45.57467659;0.770645385;24;67.15438436;18.10031717;#aecec5
B. cf. aculeatus;32.75025511;0.707115107;32;53.24762744;14.33950273;#aecec5
B. cf. aculeatus;32.31997165;0.724518374;29;57.14761729;14.47522718;#aecec5
B. cf. aculeatus;30.68804395;0.732308576;15;61.88361073;13.34687933;#aecec5
B. cf. aculeatus;42.32264057;0.79488663;34;72.12541711;16.42705111;#aecec5
B. cf. aculeatus;27.37683769;0.734297652;39;56.05064547;12.62639204;#aecec5
B. cf. aculeatus;45.61758282;0.780150501;34;71.46017061;18.00466012;#aecec5
B. cf. aculeatus;43.17477801;0.73070106;17;59.05308305;17.44837133;#aecec5
B. cf. aculeatus;35.91004266;0.768951577;27;64.48176978;14.49524885;#aecec5
B. cf. aculeatus;34.55070692;0.736662273;28;58.36518756;14.38160704;#aecec5
B. cf. aculeatus;39.22403915;0.731393467;19;57.62778166;18.53599094;#aecec5
B. cf. aculeatus;46.06758311;0.747151447;19;64.73033527;18.22477206;#aecec5
B. cf. aculeatus;30.83526477;0.722731647;31;55.40693511;13.22343772;#aecec5
B. cf. aculeatus;46.19223827;0.787597533;36;72.19875672;18.19602239;#aecec5
B. cf. aculeatus;26.48295836;0.721332344;45;52.67149013;11.8965474;#aecec5
B. cf. aculeatus;33.23202542;0.707154839;20;55.62879661;14.49410857;#aecec5
B. cf. aculeatus;30.1154801;0.714211105;37;54.78183078;13.9465093;#aecec5
B. cf. aculeatus;51.23335911;0.798838516;12;73.27488932;19.86520727;#aecec5
B. cf. aculeatus;40.26682548;0.748055002;20;62.26490251;16.13292663;#aecec5
B. cf. aculeatus;34.26244098;0.710432858;23;56.09056472;14.88545943;#aecec5
B. cf. aculeatus;46.24161465;0.801860608;39;73.20886867;17.72567806;#aecec5
B. cf. aculeatus;47.2542196;0.801864617;42;73.03843294;18.10126508;#aecec5
B. cf. aculeatus;29.13656113;0.714159402;41;53.96373471;12.974274;#aecec5
B. cf. aculeatus;28.02109606;0.73838411;40;56.44162362;12.36459021;#aecec5
B. cf. aculeatus;29.4636288;0.720152359;24;52.95430229;14.87739115;#aecec5
B. cf. aculeatus;46.1893232;0.801179138;38;73.22676017;17.77136265;#aecec5
B. cf. aculeatus;27.70728028;0.69884632;23;48.58170831;14.70274149;#aecec5
B. cf. aculeatus;32.53960708;0.734520053;39;56.80633148;13.8478556;#aecec5
B. cf. aculeatus;28.26112249;0.736699055;44;56.29428355;12.41297049;#aecec5
B. cf. aculeatus;25.87156981;0.686120696;12;46.90017749;13.70088687;#aecec5
B. cf. aculeatus;60.00508962;0.798978995;24;72.56768706;22.32471286;#aecec5
B. cf. aculeatus;44.71667117;0.778443891;33;69.89383748;17.76130996;#aecec5
B. cf. aculeatus;27.77177313;0.738945348;43;56.48408789;12.31147029;#aecec5
B. cf. aculeatus;29.33504238;0.719672215;43;54.59955856;12.80313238;#aecec5
B. cf. aculeatus;40.01149633;0.744972237;50;61.01565117;16.52040895;#aecec5
B. cf. aculeatus;42.96781192;0.759648526;50;65.83051518;17.42960593;#aecec5
B. cf. aculeatus;46.6705662;0.799486348;28;72.3052803;17.92004854;#aecec5
B. cf. aculeatus;26.95205607;0.653250637;21;49.13090934;14.34012831;#aecec5
B. cf. aculeatus;29.82340922;0.730826308;44;54.92240759;14.68241113;#aecec5
B. cf. aculeatus;32.42301425;0.702841947;49;53.15240217;14.51260033;#aecec5
B. cf. aculeatus;44.88207742;0.799345587;45;73.09769274;17.35054146;#aecec5
B. cf. aculeatus;27.03519393;0.711933487;48;52.1800745;12.06911129;#aecec5
B. cf. aculeatus;53.54940105;0.796781555;13;72.84858722;20.83694449;#aecec5
B. cf. aculeatus;29.05286879;0.649557637;24;39.79645149;14.46964463;#aecec5
B. cf. aculeatus;27.8669788;0.715268996;49;53.40089702;12.3343144;#aecec5
B. cf. aculeatus;31.79070411;0.689158704;45;50.87263223;14.62734003;#aecec5
B. cf. aculeatus;39.73396329;0.762749854;31;65.16658197;15.75413891;#aecec5
B. cf. aculeatus;31.31570324;0.718104527;39;54.47317322;13.53647487;#aecec5
B. cf. aculeatus;26.95283055;0.659788931;35;46.18247987;13.73428468;#aecec5
B. cf. aculeatus;36.3443411;0.717576475;19;58.58884903;15.38370626;#aecec5
B. cf. aculeatus;23.64013361;0.709209733;29;48.94096162;11.18972391;#aecec5
B. cf. aculeatus;66.24720253;0.806376704;12;75.73484528;25.76491239;#aecec5
B. cf. aculeatus;31.75930882;0.753554973;19;59.90621985;13.41050807;#aecec5
B. cf. aculeatus;33.87104013;0.724701312;19;51.02074059;15.86312233;#aecec5
B. cf. aculeatus;49.87448264;0.801713474;37;73.12505531;18.92100635;#aecec5
B. cf. aculeatus;43.99900446;0.794006879;23;75.63025171;18.18106199;#aecec5
B. cf. aculeatus;28.09978617;0.730160623;46;55.49640326;12.34289858;#aecec5
B. cf. aculeatus;44.26427341;0.779639717;29;70.27649176;17.53682577;#aecec5
B. cf. aculeatus;42.36777633;0.693614309;18;52.39374435;17.56275041;#aecec5
B. cf. aculeatus;43.730602;0.783013066;25;68.81611845;17.97206894;#aecec5
B. cf. aculeatus;29.87674099;0.729567717;34;56.98397834;13.50694524;#aecec5
B. cf. aculeatus;26.46589415;0.722181005;43;52.62290966;11.89112899;#aecec5
B. cf. aculeatus;28.73233428;0.707204667;17;59.71999172;12.6135707;#aecec5
B. cf. aculeatus;33.94743157;0.752830128;45;61.27265306;14.00416139;#aecec5
B. cf. aculeatus;41.75949039;0.750749607;15;70.03868028;17.96194878;#aecec5
B. cf. aculeatus;56.45134561;0.792860044;14;74.2033099;21.795801;#aecec5
B. cf. aculeatus;25.08548847;0.706051176;33;49.67069474;12.8227389;#aecec5
B. cf. aculeatus;33.77189013;0.754989006;39;61.79182715;13.89483488;#aecec5
B. cf. aculeatus;41.58982861;0.756092087;46;64.95607225;16.89530719;#aecec5
B. cf. aculeatus;28.90555507;0.711773035;12;51.63780219;14.54330532;#aecec5
B. cf. aculeatus;40.03084712;0.758392537;37;64.33834902;16.32895771;#aecec5
B. cf. aculeatus;30.85503721;0.727738528;38;55.41419553;13.33337844;#aecec5
B. cf. aculeatus;35.22811544;0.679103924;23;46.67772456;15.63161539;#aecec5
B. cf. aculeatus;28.55040342;0.727560307;32;54.42479949;12.46396935;#aecec5
B. cf. aculeatus;41.32497035;0.686509065;18;54.95351412;19.48128165;#aecec5
B. cf. aculeatus;29.12110481;0.745277843;33;57.79049942;12.65059928;#aecec5
B. cf. aculeatus;41.72400562;0.792917502;37;71.55502754;16.60845647;#aecec5
B. cf. aculeatus;29.13406701;0.719546891;38;54.42394978;12.77994278;#aecec5
B. cf. aculeatus;23.91044033;0.711041318;18;50.20875101;12.04180895;#aecec5
B. cf. aculeatus;28.60727539;0.661785367;20;51.30442275;14.33819793;#aecec5
B. cf. aculeatus;27.68545378;0.737485408;36;55.48744146;12.22943157;#aecec5
B. cf. aculeatus;40.22597438;0.783740221;50;69.15694744;15.78528277;#aecec5
B. cf. aculeatus;39.53893088;0.73887165;33;60.9243783;16.42641688;#aecec5
B. cf. aculeatus;34.6283662;0.765587727;32;63.16107809;14.14462443;#aecec5
B. cf. aculeatus;46.25892947;0.795898133;30;71.9165432;18.24068346;#aecec5
B. cf. aculeatus;35.59530274;0.768544619;20;63.97520582;14.67089229;#aecec5
B. cf. aculeatus;44.91055575;0.743313765;12;61.35679503;17.72780579;#aecec5
B. cf. aculeatus;42.28321029;0.75116598;28;64.20302648;17.232101;#aecec5
B. cf. aculeatus;37.56931177;0.788236012;40;71.21478868;14.9261428;#aecec5
B. cf. aculeatus;30.0889348;0.699910593;35;52.23017427;13.9707483;#aecec5
B. cf. aculeatus;30.79392404;0.714501149;13;49.61473304;14.61738323;#aecec5
B. cf. aculeatus;28.28705047;0.733039451;44;56.09747587;12.42886733;#aecec5
B. cf. aculeatus;31.60423987;0.707608558;31;53.92928563;14.01646071;#aecec5
B. cf. aculeatus;34.76032576;0.730235111;32;60.05470146;14.73546797;#aecec5
B. cf. aculeatus;26.9690949;0.718565245;45;52.30975693;12.16441882;#aecec5
B. cf. aculeatus;50.52119495;0.804329755;18;74.65830593;19.54998228;#aecec5
B. cf. aculeatus;41.24915531;0.721491705;17;57.29431766;16.6802213;#aecec5
B. cf. aculeatus;28.61027896;0.679530915;37;49.64370899;14.26386751;#aecec5
B. cf. aculeatus;29.35724916;0.713639265;39;51.88474821;14.97395065;#aecec5
B. cf. aculeatus;28.53593529;0.728381743;18;61.24683244;12.48655706;#aecec5
B. cf. aculeatus;36.61254252;0.753225228;50;62.1605758;15.05718248;#aecec5
B. cf. aculeatus;29.45295062;0.716559833;35;54.0354575;13.06435941;#aecec5
B. cf. aculeatus;29.11095268;0.730404697;31;54.87968186;12.62116547;#aecec5
B. cf. aculeatus;38.59849155;0.75083557;17;64.31149726;17.53237598;#aecec5
B. cf. aculeatus;33.57615374;0.696749788;28;51.26809603;14.81628015;#aecec5
B. cf. aculeatus;45.5939398;0.797386312;22;72.74700128;17.86563062;#aecec5
B. cf. aculeatus;71.35773668;0.831266034;16;80.61407286;26.94526982;#aecec5
B. cf. aculeatus;34.84491167;0.77810712;11;69.10081865;14.08769946;#aecec5
B. cf. aculeatus;27.09702144;0.730319745;45;54.48487797;12.07229094;#aecec5
B. cf. aculeatus;34.73750191;0.733057074;23;59.46459841;15.16436428;#aecec5
B. cf. aculeatus;31.62155111;0.711119757;38;53.72655729;13.87006092;#aecec5
B. cf. aculeatus;42.42135766;0.75399262;38;63.89111085;17.28856641;#aecec5
B. cf. aculeatus;33.02320793;0.663867542;19;42.89057356;15.26847565;#aecec5
B. cf. aculeatus;37.35495543;0.738613489;40;61.48561571;15.57475024;#aecec5
B. cf. aculeatus;29.31774485;0.729334024;28;54.77288497;12.72822743;#aecec5
B. cf. aculeatus;44.35349212;0.795530804;27;72.92052616;17.31187862;#aecec5
B. cf. aculeatus;43.35695435;0.776940682;33;69.38384653;17.21066755;#aecec5
B. cf. aculeatus;28.34341408;0.732022606;37;55.94954721;13.202591;#aecec5
B. cf. aculeatus;44.25276121;0.752559391;21;67.3944755;17.55022654;#aecec5
B. cf. aculeatus;24.09556244;0.716547117;39;50.43473418;11.39267476;#aecec5
B. cf. aculeatus;40.99376574;0.769706253;14;67.12523106;18.05832627;#aecec5
B. cf. aculeatus;32.10771466;0.675781631;31;46.42672348;14.70449899;#aecec5
B. cf. aculeatus;30.19704262;0.660337555;27;41.29685575;14.69359443;#aecec5
B. cf. aculeatus;32.10235615;0.716536849;29;54.60156714;13.66874301;#aecec5
B. cf. aculeatus;38.41872972;0.695946444;21;51.20007112;16.20098816;#aecec5
B. cf. aculeatus;35.78289363;0.791160237;25;71.79423777;15.12978629;#aecec5
B. cf. aculeatus;35.10110938;0.758339494;35;63.51674859;14.27524427;#aecec5
B. cf. aculeatus;31.9846774;0.704812787;46;52.86957777;14.11074004;#aecec5
B. cf. aculeatus;46.30933627;0.804744792;13;75.16206439;17.87465931;#aecec5
B. cf. aculeatus;39.81360631;0.789856116;18;69.09092827;15.68207776;#aecec5
B. cf. aculeatus;26.8232771;0.717034375;40;52.41663142;12.0601757;#aecec5
B. cf. aculeatus;29.61793646;0.714452347;46;54.25783535;13.13404713;#aecec5
B. cf. aculeatus;42.02052082;0.789745133;30;71.16046006;16.44647989;#aecec5
B. cf. aculeatus;27.30524917;0.715728181;16;52.23470698;12.8249991;#aecec5
B. cf. aculeatus;36.09166599;0.743613976;43;59.6698671;15.06955661;#aecec5
B. cf. aculeatus;45.02920218;0.765668975;14;66.50413009;20.31254571;#aecec5
B. cf. aculeatus;43.76165544;0.798117845;38;73.10902465;17.07155163;#aecec5
B. cf. aculeatus;29.33201098;0.725865597;22;54.21345776;14.53952956;#aecec5
B. cf. aculeatus;38.69894724;0.682134741;25;51.51036571;18.56388164;#aecec5
B. cf. aculeatus;33.13822898;0.738674906;34;57.86993777;15.84499651;#aecec5
B. cf. aculeatus;39.45678608;0.734617943;15;64.67006596;18.0101127;#aecec5
B. cf. aculeatus;34.35179021;0.731834687;36;59.92967356;14.63080546;#aecec5
B. cf. aculeatus;29.74343429;0.725799393;50;55.7290397;13.9521475;#aecec5
B. cf. aculeatus;41.40038024;0.780913011;24;67.95745456;16.38681356;#aecec5
B. cf. aculeatus;34.36397834;0.714289538;44;54.32891264;14.45823032;#aecec5
B. cf. aculeatus;30.42835567;0.733320226;19;55.89646359;14.79478322;#aecec5
B. cf. aculeatus;42.7566715;0.745072626;14;68.94296543;19.34812391;#aecec5
B. cf. aculeatus;47.17720061;0.796154758;28;72.17825224;18.45438841;#aecec5
B. cf. aculeatus;37.30991508;0.73430897;21;58.44172113;15.3036551;#aecec5
B. cf. aculeatus;29.045142;0.722532943;47;54.9374269;12.60178558;#aecec5
B. cf. aculeatus;38.47328747;0.763223469;34;69.6025234;15.54273264;#aecec5
B. cf. aculeatus;27.34659135;0.718735175;28;52.56011367;12.13449329;#aecec5
B. cf. aculeatus;56.44484787;0.804029901;17;74.23017614;21.10690149;#aecec5
B. cf. aculeatus;42.12542411;0.792666881;47;71.54475919;16.79512561;#aecec5
B. cf. aculeatus;50.03690226;0.797847578;17;73.46170336;19.42521142;#aecec5
B. cf. aculeatus;30.8312172;0.711995145;41;54.16239649;13.57196832;#aecec5
B. cf. aculeatus;25.9580464;0.723821342;34;52.14249842;11.77853526;#aecec5
B. cf. aculeatus;27.96684198;0.737315007;40;55.96088694;12.32502431;#aecec5
B. cf. aculeatus;56.84386965;0.804410124;20;74.23469956;21.22237452;#aecec5
B. cf. aculeatus;45.37720635;0.792691203;36;72.71989084;17.92925253;#aecec5
B. cf. aculeatus;27.80026349;0.7320099;41;56.07010394;12.44237561;#aecec5
B. cf. aculeatus;34.16632583;0.737131699;34;57.58641987;16.45080125;#aecec5
B. cf. aculeatus;27.48245784;0.720792525;16;54.71180493;12.7601816;#aecec5
B. cf. aculeatus;40.80608944;0.747667603;38;63.54928087;16.74935094;#aecec5
B. cf. aculeatus;25.96298993;0.716342002;48;51.25284167;11.78966126;#aecec5
B. cf. aculeatus;26.67242882;0.625436966;20;39.03715484;14.28592443;#aecec5
B. cf. aculeatus;38.82763225;0.771611153;34;66.46313926;15.57445919;#aecec5
B. cf. aculeatus;42.94949477;0.794535837;45;72.09908521;16.92015882;#aecec5
B. cf. aculeatus;45.56434346;0.794975125;47;72.84963656;17.88574772;#aecec5
B. cf. aculeatus;29.1420655;0.735994175;42;56.62493879;12.61352663;#aecec5
B. cf. aculeatus;40.7918488;0.740398046;30;62.13263639;16.80925719;#aecec5
B. cf. aculeatus;43.07980748;0.792335695;14;71.80282302;17.09470283;#aecec5
B. cf. aculeatus;43.6480961;0.798610237;41;72.80362353;16.99012598;#aecec5
B. cf. aculeatus;26.84904715;0.659487224;37;46.88395171;14.04620251;#aecec5
B. cf. aculeatus;28.89824056;0.718176361;41;54.2047943;12.72480081;#aecec5
B. cf. aculeatus;33.55359344;0.694395272;30;51.86668175;14.99667809;#aecec5
B. cf. aculeatus;25.3925676;0.729575738;36;53.77977717;11.98483653;#aecec5
B. cf. aculeatus;32.9210077;0.725333383;16;54.80146763;16.21119127;#aecec5
B. cf. aculeatus;40.56106332;0.722365679;25;58.1258389;16.43178513;#aecec5
T. gracilis;63.82400156;0.768800622;37;74.89218142;24.60714188;#dcd1a2
T. gracilis;51.87438186;0.76247431;34;71.90125646;24.17399509;#dcd1a2
T. gracilis;46.11339805;0.695301117;42;66.56660706;22.6710636;#dcd1a2
T. gracilis;57.91049023;0.743698283;27;69.80960868;21.7137935;#dcd1a2
T. gracilis;62.73542767;0.752560587;46;70.48266377;22.84964247;#dcd1a2
T. gracilis;41.14308968;0.721187217;44;64.42905829;22.10194719;#dcd1a2
T. gracilis;42.56325605;0.723524977;49;64.39931369;22.0630643;#dcd1a2
T. gracilis;46.98286995;0.784570818;21;75.27989274;25.30730889;#dcd1a2
T. gracilis;55.50604606;0.782736582;32;77.4693634;25.8493401;#dcd1a2
T. gracilis;38.74100138;0.713306625;35;62.79968503;21.087602;#dcd1a2
T. gracilis;70.01566494;0.792627685;39;74.49886898;24.74642564;#dcd1a2
T. gracilis;69.47660123;0.774357589;19;75.9533755;25.57030942;#dcd1a2
T. gracilis;49.43393766;0.779569704;38;76.58090133;25.63360676;#dcd1a2
T. gracilis;62.79353914;0.789637366;47;77.63108071;25.48984151;#dcd1a2
T. gracilis;56.89558169;0.761615927;49;68.41992326;22.73763649;#dcd1a2
T. gracilis;46.81191226;0.739228273;37;67.87254224;23.01559621;#dcd1a2
T. gracilis;48.86133245;0.771087963;34;70.62818696;23.80524553;#dcd1a2
T. gracilis;61.05927156;0.74018827;29;70.79716184;23.28284674;#dcd1a2
T. gracilis;45.14262569;0.769304156;23;73.31937683;24.6042238;#dcd1a2
T. gracilis;47.64400983;0.773166817;11;72.44515253;24.47650224;#dcd1a2
T. gracilis;46.75831966;0.717673449;50;66.6298997;21.67698859;#dcd1a2
T. gracilis;55.48097809;0.791690913;16;76.66531656;25.53180899;#dcd1a2
T. gracilis;68.37008889;0.776541258;48;71.42669241;23.93404461;#dcd1a2
T. gracilis;75.19711985;0.807707648;11;77.37497338;25.75352182;#dcd1a2
T. gracilis;73.76197939;0.777825593;19;73.08853834;24.22194693;#dcd1a2
T. gracilis;56.61414477;0.738965911;49;65.26646714;21.3463734;#dcd1a2
T. gracilis;55.09848477;0.723278546;32;67.13942222;21.23410765;#dcd1a2
T. gracilis;52.01529165;0.738997249;29;72.11523027;24.18082913;#dcd1a2
T. gracilis;67.90799298;0.770845144;41;70.76191714;23.73154729;#dcd1a2
T. gracilis;54.27062375;0.742455978;35;67.83630648;22.30810651;#dcd1a2
T. gracilis;59.46429322;0.774566082;30;76.38024585;25.49346954;#dcd1a2
T. gracilis;61.65518455;0.751443254;37;69.81423684;22.68491537;#dcd1a2
T. gracilis;46.67543798;0.767217305;26;69.848181;23.55862806;#dcd1a2
T. gracilis;45.34878674;0.733463924;50;65.91385655;22.48188861;#dcd1a2
T. gracilis;43.54653363;0.76792307;28;70.58602763;23.60730758;#dcd1a2
T. gracilis;68.67095444;0.771168899;32;75.23706896;24.72204448;#dcd1a2
T. gracilis;71.00797078;0.797195771;17;75.9863648;25.23158978;#dcd1a2
T. gracilis;51.67912585;0.736859346;40;70.88935638;23.58264052;#dcd1a2
T. gracilis;45.58669202;0.737434702;32;69.17429871;23.43633743;#dcd1a2
T. gracilis;46.16316811;0.728311616;43;65.02956968;22.05557721;#dcd1a2
T. gracilis;43.85947379;0.727189395;40;67.32178552;22.97563364;#dcd1a2
T. gracilis;64.99204271;0.743890538;14;73.65026631;24.55788437;#dcd1a2
T. gracilis;68.46436972;0.735654449;21;71.81899835;23.97511605;#dcd1a2
T. gracilis;68.29212474;0.775057825;42;74.85478691;24.73878593;#dcd1a2
T. gracilis;53.43560179;0.763044534;42;69.87956261;23.56434863;#dcd1a2
T. gracilis;37.65789649;0.682363479;21;67.87412903;22.75948621;#dcd1a2
T. gracilis;55.67282992;0.800523803;23;76.72604603;25.52368392;#dcd1a2
T. gracilis;66.69142713;0.766229628;43;74.85308145;24.44960566;#dcd1a2
T. gracilis;55.11661228;0.789348156;33;77.87015923;26.02053702;#dcd1a2
T. gracilis;52.05033009;0.733107594;43;70.32243148;23.64245663;#dcd1a2
T. gracilis;67.10475484;0.799622708;11;75.64115837;24.07779409;#dcd1a2
T. gracilis;53.10355252;0.73468212;45;67.95637029;22.06546618;#dcd1a2
T. gracilis;71.52566922;0.76531984;11;74.16494162;24.32079701;#dcd1a2
T. gracilis;57.71615988;0.709547398;39;65.13968601;21.74238372;#dcd1a2
T. gracilis;75.37595814;0.796901824;23;75.00929003;25.10400967;#dcd1a2
T. gracilis;52.38876432;0.757834582;47;68.83629626;23.20774291;#dcd1a2
T. gracilis;59.60975499;0.735128689;40;66.79142945;22.37437207;#dcd1a2
T. gracilis;47.03400387;0.717005495;22;66.85748774;23.08232446;#dcd1a2
T. gracilis;59.30159668;0.746859962;36;73.84071946;24.65577788;#dcd1a2
T. gracilis;43.29511824;0.783418719;25;76.69436036;25.65449921;#dcd1a2
T. gracilis;59.48068335;0.757993593;48;68.0115436;22.69033714;#dcd1a2
T. gracilis;68.53645176;0.798244109;21;74.42782559;24.84349956;#dcd1a2
T. gracilis;39.55409046;0.72458197;36;66.58842102;22.62797063;#dcd1a2
T. gracilis;47.89871916;0.707224968;29;63.69321512;22.22811578;#dcd1a2
T. gracilis;41.60364786;0.687632774;50;62.05629672;21.58597614;#dcd1a2
T. gracilis;50.30177311;0.759140611;21;71.25396815;23.7620369;#dcd1a2
T. gracilis;54.43392942;0.771512921;20;74.70412852;24.75569537;#dcd1a2
T. gracilis;50.36688244;0.758837955;20;71.2111174;23.86654662;#dcd1a2
T. gracilis;61.13012106;0.749479438;42;67.76744412;22.46620775;#dcd1a2
T. gracilis;65.79716079;0.763065384;50;71.0620601;23.69418055;#dcd1a2
T. gracilis;69.78263123;0.78356654;39;72.74936549;24.33815707;#dcd1a2
T. gracilis;57.99101917;0.765893411;44;71.41553188;23.93375655;#dcd1a2
T. gracilis;70.24312661;0.780883799;40;72.31241759;24.22428507;#dcd1a2
T. gracilis;43.67378646;0.750648247;39;67.74877587;22.94452986;#dcd1a2
T. gracilis;70.29458083;0.770313091;31;71.83142261;23.98500437;#dcd1a2
T. gracilis;65.74813153;0.776993796;32;76.55139498;25.50515202;#dcd1a2
T. gracilis;66.93731853;0.786169658;41;76.98121576;24.93370843;#dcd1a2
T. gracilis;58.83453283;0.698359844;12;62.86945845;21.99302824;#dcd1a2
T. gracilis;73.82513193;0.774478012;22;73.07196948;24.44681427;#dcd1a2
T. gracilis;71.60985725;0.798009069;26;75.22251521;25.01230689;#dcd1a2
T. gracilis;46.08663326;0.743826212;29;73.44949254;24.8196843;#dcd1a2
T. gracilis;67.76233536;0.75964103;40;72.59823762;23.97234202;#dcd1a2
T. gracilis;55.30120192;0.752750476;49;70.19200092;23.33277618;#dcd1a2
Palmatolepis sp.;31.50148865;0.562049376;42;42.69593821;15.55275588;#cad5c1
Palmatolepis sp.;24.82371134;0.550920704;23;33.48012196;13.21569928;#cad5c1
Palmatolepis sp.;91.09897605;0.892236787;19;81.58690084;27.21830897;#cad5c1
Palmatolepis sp.;61.41328546;0.808363489;39;59.10385898;19.6628478;#cad5c1
Palmatolepis sp.;50.92259511;0.696830815;38;59.79192245;20.83894454;#cad5c1
Palmatolepis sp.;48.39422892;0.623964925;15;56.88697483;17.0360716;#cad5c1
Palmatolepis sp.;92.11586918;0.898377584;11;81.78146413;27.27124149;#cad5c1
Palmatolepis sp.;89.45402834;0.877822234;40;81.17677972;27.033903;#cad5c1
Palmatolepis sp.;88.82396252;0.870718806;24;81.37478267;27.08876547;#cad5c1
Palmatolepis sp.;65.51344312;0.821271783;46;62.37474505;20.54617824;#cad5c1
Palmatolepis sp.;50.252981;0.61310023;37;52.97672573;18.85300502;#cad5c1
Palmatolepis sp.;90.07813302;0.887462035;33;81.19990549;27.12611149;#cad5c1
Palmatolepis sp.;80.40980486;0.815724539;33;76.04908366;25.57089967;#cad5c1
Palmatolepis sp.;50.18887246;0.781985141;11;53.14513337;16.03717489;#cad5c1
Palmatolepis sp.;61.8646442;0.691206722;43;64.00856652;21.89284366;#cad5c1
Palmatolepis sp.;86.07445568;0.876948216;15;79.63057762;25.59764477;#cad5c1
Palmatolepis sp.;41.08249589;0.734735901;28;46.37936275;14.06566458;#cad5c1
Palmatolepis sp.;33.17811115;0.640535162;23;47.25528904;17.16954352;#cad5c1
Palmatolepis sp.;71.84009865;0.840881063;39;67.47386287;21.88732132;#cad5c1
Palmatolepis sp.;76.94264303;0.808279934;50;75.3676002;24.6752816;#cad5c1
Palmatolepis sp.;90.495833;0.887590208;44;81.60320558;27.18843126;#cad5c1
Palmatolepis sp.;58.42269722;0.764682352;31;56.72358134;20.45524386;#cad5c1
Palmatolepis sp.;48.68315405;0.655034783;26;60.39861314;18.10613957;#cad5c1
Palmatolepis sp.;85.23433578;0.851529818;41;78.08741968;26.13047488;#cad5c1
Palmatolepis sp.;90.49071558;0.888832733;18;81.35879083;27.18344316;#cad5c1
Palmatolepis sp.;90.70399139;0.889259114;20;81.52482983;27.20961356;#cad5c1
Palmatolepis sp.;83.16793996;0.842488257;20;79.03530024;25.50965625;#cad5c1
Palmatolepis sp.;81.10082999;0.831960537;25;77.89160077;24.78789766;#cad5c1
Palmatolepis sp.;40.30509031;0.747685086;46;44.83353905;13.96670823;#cad5c1
Palmatolepis sp.;50.51318671;0.774976945;41;51.26833588;16.81713097;#cad5c1
Palmatolepis sp.;42.16674492;0.741568877;45;45.44837323;14.57828029;#cad5c1
Palmatolepis sp.;49.4417504;0.637152665;48;55.40773915;19.44304508;#cad5c1
Palmatolepis sp.;15.43610266;0.526529305;45;27.61603055;11.0385873;#cad5c1
Palmatolepis sp.;16.01483926;0.523590674;45;28.44445916;11.38954024;#cad5c1
Palmatolepis sp.;85.33487874;0.858636516;27;80.36428753;26.46666757;#cad5c1
Palmatolepis sp.;92.17224503;0.898462239;20;81.87228264;27.29071707;#cad5c1
Palmatolepis sp.;54.05119197;0.763289491;19;55.46505529;17.44217188;#cad5c1
Palmatolepis sp.;71.95752587;0.764040017;50;71.95672483;24.21759115;#cad5c1
Palmatolepis sp.;90.50953008;0.882818451;19;80.87919829;26.9859815;#cad5c1
Palmatolepis sp.;77.9241737;0.828175088;21;74.21880413;24.23065991;#cad5c1
Palmatolepis sp.;44.83065739;0.784464126;15;49.92020623;14.59896614;#cad5c1
Palmatolepis sp.;84.61931393;0.842754641;31;79.54206278;26.56705525;#cad5c1
Palmatolepis sp.;84.76399329;0.85250166;48;78.70956741;26.1085508;#cad5c1
Palmatolepis sp.;83.17706959;0.842655957;34;79.03923965;26.03236451;#cad5c1
Palmatolepis sp.;83.63610232;0.871409714;35;76.30805388;25.16640012;#cad5c1
Palmatolepis sp.;48.95324188;0.757443974;40;50.32676957;16.92032545;#cad5c1
Palmatolepis sp.;87.44620711;0.859322428;33;80.57311487;26.88299247;#cad5c1
Palmatolepis sp.;50.55893991;0.789713061;37;52.40688132;16.22593041;#cad5c1
Palmatolepis sp.;58.37644299;0.793556143;49;56.87054841;19.2917493;#cad5c1
Palmatolepis sp.;27.79395641;0.573132911;21;36.67133442;14.28383222;#cad5c1
Palmatolepis sp.;42.30214528;0.611677016;48;49.10882744;17.56454315;#cad5c1
Palmatolepis sp.;86.08347023;0.858215411;42;80.02797333;26.41743861;#cad5c1
Palmatolepis sp.;89.27288901;0.877866998;26;81.13917559;26.91723489;#cad5c1
Palmatolepis sp.;61.70094541;0.812912456;33;60.17093321;19.06705425;#cad5c1
