Taxa;T-index;M-index;Area;pfT-index (C);pfT-index (A)
B. cf. aculeatus;33.78543834;0.771010501;40;3.878566615;1.875883819
B. cf. aculeatus;35.09477613;0.792166556;50;3.980911829;1.866794153
B. cf. aculeatus;60.28593901;0.858508854;30;4.558526398;2.307364157
B. cf. aculeatus;36.26624414;0.795031268;39;4.004305868;1.890686671
B. cf. aculeatus;34.80265596;0.778324544;44;3.879026404;1.881798959
B. cf. aculeatus;65.92818526;0.818644878;15;4.343554791;2.422545357
B. cf. aculeatus;34.09502212;0.793625011;46;3.984391966;1.85682043
B. cf. aculeatus;53.69789229;0.837546961;30;4.406639003;2.208681969
B. cf. aculeatus;47.72447592;0.809631918;22;4.214030822;2.107313295
B. cf. aculeatus;52.19695578;0.796793036;27;4.227565297;2.21518392
B. cf. aculeatus;55.30264198;0.855984008;41;4.553683648;2.223504975
B. cf. aculeatus;44.17307235;0.807028618;21;4.318639165;2.046895068
B. cf. aculeatus;61.60356344;0.855920253;32;4.569624749;2.342103301
B. cf. aculeatus;50.89738677;0.807474205;41;4.236633507;2.192641164
B. cf. aculeatus;33.04897556;0.780165886;17;3.869584354;1.862714158
B. cf. aculeatus;45.6766429;0.817401313;41;4.262799015;2.069434476
B. cf. aculeatus;59.19247312;0.858196433;34;4.571229778;2.294510514
B. cf. aculeatus;32.20831476;0.760782447;47;3.785230889;1.855787792
B. cf. aculeatus;33.91865176;0.77772747;49;3.895194976;1.862680492
B. cf. aculeatus;33.38195438;0.791016102;32;3.917463604;1.835842893
B. cf. aculeatus;35.53257997;0.769748965;16;3.937110874;1.93377664
B. cf. aculeatus;34.69897483;0.782378785;38;3.930044682;1.862053791
B. cf. aculeatus;38.78159174;0.718055666;15;3.423949459;2.050772674
B. cf. aculeatus;70.57057073;0.854941926;11;4.660533333;2.495159473
B. cf. aculeatus;54.88940893;0.855279723;26;4.557927282;2.214663328
B. cf. aculeatus;38.36427205;0.790084693;44;4.00718468;1.992668785
B. cf. aculeatus;56.09300652;0.846737745;42;4.545748825;2.245341344
B. cf. aculeatus;38.42406476;0.737582192;37;3.647014647;2.033066148
B. cf. aculeatus;34.55200959;0.79209953;34;3.914618087;1.855576539
B. cf. aculeatus;35.76313394;0.689711145;17;3.349467851;2.02196669
B. cf. aculeatus;48.63122945;0.762251989;17;3.790006419;2.209866831
B. cf. aculeatus;40.56806577;0.751624904;29;3.927684128;2.085361274
B. cf. aculeatus;37.68447725;0.767214465;17;3.874287252;2.005478874
B. cf. aculeatus;47.2991903;0.815735347;47;4.273505185;2.105158201
B. cf. aculeatus;64.07563379;0.845733168;21;4.516630334;2.396906861
B. cf. aculeatus;36.72547835;0.71362906;25;3.396262626;2.030240442
B. cf. aculeatus;42.82648046;0.790572197;20;4.044543126;2.094881684
B. cf. aculeatus;33.27329665;0.791483825;40;3.927875567;1.838620226
B. cf. aculeatus;32.12397246;0.702186954;36;3.416340691;1.957936498
B. cf. aculeatus;38.4648858;0.727694342;27;3.500800514;2.049627622
B. cf. aculeatus;33.26310868;0.773733336;50;3.871293951;1.850353427
B. cf. aculeatus;47.00750925;0.823452119;17;4.285239213;2.079048887
B. cf. aculeatus;53.1276405;0.775953633;22;4.042946863;2.315699735
B. cf. aculeatus;38.6056245;0.769503005;31;3.82478382;1.98468081
B. cf. aculeatus;51.68403751;0.826675097;38;4.479818039;2.167127666
B. cf. aculeatus;37.47153715;0.76379884;50;3.833697915;1.964603075
B. cf. aculeatus;39.36823436;0.786005025;34;4.025156846;1.956058963
B. cf. aculeatus;46.0306351;0.803139257;31;4.172787774;2.07974961
B. cf. aculeatus;40.96144368;0.826279481;17;4.254383576;1.95425581
B. cf. aculeatus;37.81002111;0.78719839;43;3.9897048;1.932776281
B. cf. aculeatus;61.35292231;0.825852036;11;4.190877115;2.420056429
B. cf. aculeatus;46.22183627;0.797305694;50;4.06234608;2.095979445
B. cf. aculeatus;34.1789954;0.757597425;17;3.746529732;1.935317664
B. cf. aculeatus;35.30166957;0.79312988;46;3.983684668;1.871070474
B. cf. aculeatus;72.25884141;0.860476123;13;4.603021766;2.52849424
B. cf. aculeatus;46.0499877;0.762680922;34;3.900872224;2.202331683
B. cf. aculeatus;32.74986605;0.770251406;50;3.826566492;1.846351178
B. cf. aculeatus;92.17816571;0.898466374;16;4.805556871;2.774389685
B. cf. aculeatus;36.8956458;0.766025227;47;3.850233044;1.947129245
B. cf. aculeatus;60.34788731;0.811839442;18;4.454646317;2.332871646
B. cf. aculeatus;42.4557541;0.803670335;43;4.115042493;2.015293121
B. cf. aculeatus;31.04053869;0.681755591;19;3.353910605;1.950763117
B. cf. aculeatus;37.71367601;0.763932588;39;3.829408366;1.970101462
B. cf. aculeatus;38.58555901;0.719148295;16;3.381002434;2.05313592
B. cf. aculeatus;36.99451497;0.786113624;27;4.22571436;1.898990925
B. cf. aculeatus;69.53480269;0.855365943;11;4.608417058;2.487435986
B. cf. aculeatus;43.04799684;0.816397925;17;4.229561745;2.003474478
B. cf. aculeatus;52.45295534;0.826389617;44;4.466387673;2.189257959
B. cf. aculeatus;57.17382624;0.846305179;50;4.518246186;2.274232115
B. cf. aculeatus;44.95029356;0.800582772;29;4.147921892;2.055767783
B. cf. aculeatus;49.68436127;0.84510415;41;4.454982449;2.121742617
B. cf. aculeatus;50.13523748;0.805686348;35;4.292199245;2.175813673
B. cf. aculeatus;62.66014763;0.801475651;15;4.521014927;2.441526108
B. cf. aculeatus;37.21738065;0.760890787;42;3.838897676;1.967363462
B. cf. aculeatus;56.16872417;0.848962261;39;4.565594969;2.24360664
B. cf. aculeatus;34.77286083;0.791229576;50;3.972110076;1.862927285
B. cf. aculeatus;42.38890847;0.784820038;26;3.913935238;2.037677666
B. cf. aculeatus;42.89120983;0.800831065;15;4.412906019;2.003227237
B. cf. aculeatus;49.51056527;0.811538996;46;4.307819129;2.158337167
B. cf. aculeatus;56.36200032;0.853375258;44;4.547233615;2.249398965
B. cf. aculeatus;40.39089224;0.757112492;26;3.741726797;2.047169531
B. cf. aculeatus;41.74791179;0.777791119;16;3.937276754;2.116621761
B. cf. aculeatus;45.73352871;0.770469949;22;3.944584887;2.196084879
B. cf. aculeatus;48.33353307;0.825612125;21;4.445858776;2.104193511
B. cf. aculeatus;43.20124475;0.766170411;40;3.851435237;2.158149047
B. cf. aculeatus;43.16346694;0.802314949;37;4.424631997;2.005488574
B. cf. aculeatus;52.90212035;0.824574481;25;4.31961428;2.199605165
B. cf. aculeatus;46.55952114;0.771233784;20;4.146625345;2.122909071
B. cf. aculeatus;32.08100116;0.706003615;12;3.489448585;1.983218301
B. cf. aculeatus;64.07343912;0.850783161;42;4.537491208;2.398824036
B. cf. aculeatus;38.14510079;0.776879033;13;3.9061254;2.006731456
B. cf. aculeatus;31.66840022;0.775608262;24;3.789379631;1.838311097
B. cf. aculeatus;56.68527702;0.836102586;21;4.409336627;2.261272754
B. cf. aculeatus;55.39075838;0.800877133;19;4.216101552;2.329527638
B. cf. aculeatus;34.79378705;0.788477834;40;3.926416589;1.862012427
B. cf. aculeatus;42.42191518;0.759522044;29;3.63471355;2.084803669
B. cf. aculeatus;50.51725042;0.800814843;44;4.139411934;2.175967728
B. cf. aculeatus;44.75534507;0.799143251;32;4.224387095;2.074043853
B. cf. aculeatus;50.22469418;0.818260226;41;4.480690514;2.138255758
B. cf. aculeatus;62.68424319;0.815860888;13;4.298662076;2.392748263
B. cf. aculeatus;53.99498877;0.855050012;41;4.506704634;2.19746582
B. cf. aculeatus;38.92635981;0.790031209;36;4.046738654;1.94481396
B. cf. aculeatus;47.68979506;0.822311945;42;4.316933094;2.105405308
B. cf. aculeatus;38.95004059;0.789188306;26;4.069099713;1.980919736
B. cf. aculeatus;55.85540195;0.832149164;34;4.499374231;2.248748799
B. cf. aculeatus;87.96554326;0.895212215;36;4.706660554;2.738602851
B. cf. aculeatus;39.20611995;0.747246637;40;3.724155461;2.026626975
B. cf. aculeatus;42.86364549;0.801378786;46;4.094031354;2.027051316
B. cf. aculeatus;37.13565212;0.767370917;43;3.893049595;1.997669945
B. cf. aculeatus;33.87483064;0.727396025;42;3.602356078;1.976701452
B. cf. aculeatus;35.08961083;0.774120545;40;3.867414183;1.898034924
B. cf. aculeatus;48.38832931;0.816909668;40;4.420371153;2.112864662
B. cf. aculeatus;54.26434938;0.818605592;49;4.370741585;2.245505893
B. cf. aculeatus;57.91688929;0.851708752;13;4.623048533;2.267500181
B. cf. aculeatus;34.43371302;0.784855557;40;3.967093267;1.870406512
B. cf. aculeatus;36.70958859;0.783623324;36;3.883126106;1.919133894
B. cf. aculeatus;41.53003087;0.774778583;42;3.959698973;2.095558622
B. cf. aculeatus;44.07364926;0.805276798;37;4.140958254;2.041637038
B. cf. aculeatus;39.97026119;0.800125058;21;4.05593839;1.957283475
B. cf. aculeatus;38.11007976;0.79258384;15;4.068562955;1.967720048
B. cf. aculeatus;33.05836216;0.776068505;47;3.836023492;1.842008779
B. cf. aculeatus;42.60700892;0.795224317;37;4.084787029;2.030543036
B. cf. aculeatus;38.47989923;0.780289024;11;4.084589788;1.988379534
B. cf. aculeatus;36.19803016;0.79121543;32;3.951636832;1.886848151
B. cf. aculeatus;42.85291643;0.812388914;43;4.202433335;2.00855033
B. cf. aculeatus;38.41225626;0.754269646;29;3.776958584;2.014100114
B. cf. aculeatus;41.14627978;0.813907894;30;4.154154354;1.973570707
B. cf. aculeatus;35.24299771;0.792174578;44;3.965841443;1.870560648
B. cf. aculeatus;35.41293096;0.748675666;45;3.746558707;1.980827934
B. cf. aculeatus;72.58686869;0.872998765;13;4.69396336;2.497190586
B. cf. aculeatus;35.32099891;0.790829595;19;3.962617193;1.907255741
B. cf. aculeatus;35.23323883;0.793572625;41;3.962271598;1.867704723
B. cf. aculeatus;52.84600159;0.851302397;43;4.547790094;2.174520577
B. cf. aculeatus;71.78966922;0.839104961;13;4.440635981;2.536295622
B. cf. aculeatus;38.87994856;0.65399963;15;3.564420876;2.090061825
B. cf. aculeatus;57.85582886;0.848537827;22;4.544972709;2.277846815
B. cf. aculeatus;40.58190735;0.754917579;13;3.474195633;2.085104496
B. cf. aculeatus;38.42788842;0.748999652;12;4.044499765;1.967749965
B. cf. aculeatus;32.88786344;0.679089675;20;3.338838908;1.983189256
T. gracilis;79.60885917;0.82639551;34;4.654699066;2.691329267
T. gracilis;68.99953019;0.817191344;50;4.410443948;2.524599902
T. gracilis;74.37554619;0.836953185;45;4.500098178;2.598070673
T. gracilis;81.44222912;0.850948843;50;4.647714115;2.682599864
T. gracilis;49.64569721;0.734969506;43;4.290743199;2.53181824
T. gracilis;83.61238987;0.849987737;31;4.66577094;2.691522047
T. gracilis;41.29483753;0.668788538;22;4.309553171;2.522524545
T. gracilis;85.04766594;0.842926618;25;4.686005646;2.713241266
T. gracilis;74.14745127;0.825113826;33;4.531159216;2.596279007
T. gracilis;44.77157949;0.745772717;21;4.390069388;2.583376501
T. gracilis;87.58003734;0.86260128;14;4.717083069;2.730013448
T. gracilis;76.80851386;0.800340902;24;4.49407397;2.598769849
T. gracilis;72.22019343;0.82924805;38;4.468568289;2.573930509
T. gracilis;73.00495013;0.816073274;28;4.551124567;2.558059752
T. gracilis;72.42563864;0.796121863;46;4.468094745;2.594991449
T. gracilis;68.13626664;0.811030678;34;4.51192278;2.625733903
T. gracilis;77.98591342;0.851177285;30;4.574342508;2.623301883
T. gracilis;70.43915207;0.845807992;21;4.585405467;2.491471805
T. gracilis;85.11043216;0.864676267;33;4.675785678;2.706371764
T. gracilis;43.61179509;0.794162933;12;4.695014533;2.687730735
T. gracilis;62.24173809;0.780635172;30;4.528131478;2.639003242
T. gracilis;76.65153819;0.807587972;14;4.632629344;2.675076446
T. gracilis;84.71148974;0.846193627;12;4.756355043;2.730600749
T. gracilis;73.20793827;0.831286679;49;4.471908132;2.590499784
T. gracilis;59.38420143;0.751990393;29;4.406976845;2.577047081
T. gracilis;80.47984786;0.846096289;42;4.613305041;2.6661899
T. gracilis;61.79678116;0.813610803;42;4.724473809;2.738958266
T. gracilis;86.42728175;0.863544038;15;4.77707752;2.758821387
T. gracilis;50.28381108;0.751702638;45;4.206557323;2.46777033
T. gracilis;91.5992561;0.898052669;11;4.792845981;2.769369038
T. gracilis;68.66580713;0.793514106;42;4.593213963;2.65739131
T. gracilis;58.11984993;0.776369979;34;4.408724964;2.599007228
T. gracilis;91.22177227;0.897782655;15;4.784825443;2.766009926
T. gracilis;68.54876435;0.827021291;24;4.467611955;2.509156965
T. gracilis;67.82937815;0.785150649;26;4.365869142;2.576823899
T. gracilis;58.72858962;0.763747889;49;4.361017488;2.553991473
T. gracilis;90.25483572;0.897305815;20;4.776467407;2.75360983
T. gracilis;86.4799869;0.863038661;25;4.693556582;2.713751487
T. gracilis;65.7638433;0.798836813;42;4.436477841;2.594590589
T. gracilis;87.8784278;0.869466987;15;4.710677086;2.720667155
T. gracilis;48.34417194;0.724962229;47;4.137044911;2.433740559
T. gracilis;87.19852156;0.879762903;25;4.733312451;2.735704088
T. gracilis;76.53947581;0.829690828;46;4.583706428;2.653495902
T. gracilis;79.9759891;0.835619421;27;4.687719238;2.700014064
T. gracilis;76.92804053;0.810945806;34;4.639416268;2.689776767
T. gracilis;79.96471492;0.844715829;24;4.61963688;2.665605272
T. gracilis;53.18863436;0.757353363;35;4.278842882;2.499436965
T. gracilis;66.8614721;0.798107353;42;4.456639219;2.602820482
T. gracilis;72.2647845;0.817689754;36;4.491532976;2.554222728
T. gracilis;47.86378912;0.754012309;35;4.55012388;2.651810699
T. gracilis;62.53045954;0.764292755;29;4.291282742;2.518967999
T. gracilis;80.74309468;0.840309697;38;4.610414251;2.667944101
T. gracilis;65.41021536;0.81876817;28;4.741413272;2.745286881
T. gracilis;57.36352468;0.746919779;48;4.326894775;2.541896226
T. gracilis;69.05518231;0.81422525;44;4.728737792;2.7389166
T. gracilis;83.25931022;0.852615161;15;4.751316472;2.748818785
T. gracilis;83.36094589;0.868067753;32;4.681903684;2.699227316
T. gracilis;79.05356433;0.812732015;22;4.682257514;2.68788542
T. gracilis;64.28659355;0.79073274;49;4.365163559;2.539801192
T. gracilis;41.78286011;0.742414489;11;4.558360661;2.643210804
T. gracilis;83.29384025;0.854873007;30;4.697007324;2.709061492
T. gracilis;56.23649149;0.750799608;42;4.316268247;2.526685104
T. gracilis;69.25551471;0.778504771;46;4.459707526;2.561881866
T. gracilis;66.63076783;0.78661746;46;4.443259899;2.591031931
T. gracilis;85.85907174;0.870857689;31;4.697256272;2.712323169
T. gracilis;58.76973944;0.761002375;32;4.389145952;2.550413735
T. gracilis;85.01653836;0.859106332;31;4.695712682;2.709575232
T. gracilis;68.00819644;0.824258326;14;4.711279375;2.726552153
T. gracilis;75.86643134;0.841574852;48;4.548956509;2.621616527
T. gracilis;75.87768133;0.822879367;37;4.577483183;2.656045721
T. gracilis;82.45591918;0.84080053;40;4.724915423;2.714328431
T. gracilis;53.77976033;0.739875381;37;4.146832355;2.437645799
T. gracilis;63.80786975;0.79072777;17;4.477586648;2.595845815
T. gracilis;75.18130614;0.838073696;42;4.555378692;2.621265349
T. gracilis;81.68352495;0.864389062;20;4.617360841;2.663829469
T. gracilis;88.9526666;0.879490858;20;4.741364653;2.743121995
T. gracilis;56.29584901;0.775360777;39;4.373149775;2.569886735
T. gracilis;67.05423439;0.783339635;18;4.560196923;2.639769647
T. gracilis;65.91332276;0.818318307;40;4.736435447;2.742942453
T. gracilis;56.29298266;0.792723402;49;4.650624086;2.701953992
T. gracilis;66.6548102;0.787326907;43;4.440242821;2.606751081
T. gracilis;82.15271595;0.846917621;27;4.679077155;2.701158832
T. gracilis;84.68489391;0.863784552;23;4.678070798;2.699658338
T. gracilis;74.61295401;0.79515031;30;4.493316441;2.596277271
T. gracilis;89.05809488;0.875694265;18;4.729985471;2.735692058
Palmatolepis sp.;91.52409572;0.895442603;31;4.791277315;2.767020396
Palmatolepis sp.;66.59193865;0.844492005;48;4.187931721;2.434691621
Palmatolepis sp.;91.90091049;0.898250761;11;4.798514623;2.772338119
Palmatolepis sp.;38.19901104;0.620015709;14;3.520460018;2.106536937
Palmatolepis sp.;81.16381302;0.864943742;48;4.558197213;2.666701101
Palmatolepis sp.;35.24976502;0.502557998;12;3.363411021;2.033735036
Palmatolepis sp.;83.52058879;0.876219458;32;4.618291265;2.65548556
Palmatolepis sp.;83.46526788;0.83482449;34;4.621081443;2.675061324
Palmatolepis sp.;81.63039123;0.870903886;16;4.585722254;2.619012447
Palmatolepis sp.;77.40079721;0.786153667;21;4.445869002;2.584249159
Palmatolepis sp.;45.55708551;0.796729617;31;3.61891499;1.998122286
Palmatolepis sp.;91.06265514;0.897666933;27;4.781550635;2.764573182
Palmatolepis sp.;84.34962119;0.878367182;17;4.639046449;2.686899284
Palmatolepis sp.;90.96434854;0.891046326;37;4.782286224;2.760954868
Palmatolepis sp.;76.61284035;0.811016757;33;4.577135844;2.59906142
Palmatolepis sp.;69.01809075;0.709635768;49;4.270905192;2.512225361
Palmatolepis sp.;76.98188876;0.771311602;34;4.419815968;2.577515718
Palmatolepis sp.;92.06851139;0.898380616;25;4.802753961;2.773632013
Palmatolepis sp.;92.19423838;0.898474812;15;4.805757577;2.774653981
Palmatolepis sp.;91.98572352;0.898325211;21;4.801102232;2.772865202
Palmatolepis sp.;86.38082035;0.875002683;37;4.733594176;2.708840174
Palmatolepis sp.;91.6935243;0.894805554;23;4.793927698;2.768072106
Palmatolepis sp.;88.35715809;0.880188401;22;4.721283807;2.729063521
Palmatolepis sp.;45.93582057;0.803264132;22;3.639424987;2.00287886
Palmatolepis sp.;54.6321759;0.632905567;48;3.896103695;2.332530724
Palmatolepis sp.;62.43358567;0.667000942;42;4.107516047;2.428798762
Palmatolepis sp.;79.5152821;0.867576605;45;4.507341759;2.651089387
Palmatolepis sp.;65.26391554;0.810245373;39;4.154944236;2.475359275
Palmatolepis sp.;70.73064648;0.842853146;37;4.286508133;2.547970445
Palmatolepis sp.;92.04848034;0.898383558;14;4.803200589;2.773202149
Palmatolepis sp.;92.12759149;0.898425898;11;4.804203148;2.774101847
Palmatolepis sp.;74.10959138;0.789787453;28;4.471544837;2.549949334
Palmatolepis sp.;91.96960135;0.898317564;18;4.800936141;2.772671419
Palmatolepis sp.;51.26562447;0.815964589;48;3.771805312;2.192781296
Palmatolepis sp.;84.98419948;0.849781745;50;4.664935481;2.693280676
Palmatolepis sp.;56.90229614;0.643778716;46;3.929647527;2.347397082
Palmatolepis sp.;63.5270793;0.847579632;21;4.094633818;2.406985958
Palmatolepis sp.;91.67472439;0.898156797;20;4.79707374;2.769342531
Palmatolepis sp.;47.78502467;0.81810115;48;3.703656696;2.093437295
Palmatolepis sp.;91.26594312;0.897999931;22;4.801851879;2.761424337
Palmatolepis sp.;31.51490524;0.646906533;31;3.478561454;2.100953143
Palmatolepis sp.;89.35251115;0.888925328;28;4.749951678;2.746854986
Palmatolepis sp.;51.85806594;0.669883216;16;3.689630922;2.224828365
Palmatolepis sp.;79.71734371;0.868748354;45;4.521235426;2.647297787
Palmatolepis sp.;45.57203553;0.60571291;38;3.700103355;2.224942783
Palmatolepis sp.;87.27981013;0.862206045;44;4.698896043;2.716823586
Palmatolepis sp.;89.37661296;0.89703934;16;4.794117816;2.734178579
Palmatolepis sp.;90.21662369;0.889641524;16;4.780431455;2.755027107
Palmatolepis sp.;92.07944697;0.898398725;16;4.803511917;2.773578072
Palmatolepis sp.;50.72589513;0.631135547;50;3.84331585;2.296427107
Palmatolepis sp.;65.77076693;0.843213796;29;4.210261952;2.369954075
Palmatolepis sp.;52.85523613;0.807396029;17;3.797711885;2.209781918
Palmatolepis sp.;63.92339575;0.843458075;14;4.18406131;2.334022578
Palmatolepis sp.;86.30547966;0.856609801;35;4.685145706;2.717935564
Palmatolepis sp.;56.01924136;0.801904056;28;3.900365879;2.21170398
Palmatolepis sp.;65.30864828;0.67658187;30;4.152385288;2.434713001
Palmatolepis sp.;25.15041253;0.540291694;34;3.071434253;1.907200797
Palmatolepis sp.;72.52952812;0.850971964;47;4.333926355;2.530128973
Palmatolepis sp.;86.53599788;0.872086389;48;4.721929621;2.71103752
Palmatolepis sp.;91.76495292;0.898188853;16;4.797366184;2.77062048
Palmatolepis sp.;91.86994469;0.898264675;14;4.799693799;2.771529605
Palmatolepis sp.;85.3507344;0.877116538;41;4.679785814;2.704918816
Palmatolepis sp.;14.56731604;0.520507706;26;2.617621055;1.679309713
Palmatolepis sp.;73.5643661;0.857896254;50;4.342492611;2.58539694
Palmatolepis sp.;42.54661689;0.51081229;16;3.539988577;2.135320677
Palmatolepis sp.;65.87936736;0.844037289;48;4.168156161;2.426904636
Palmatolepis sp.;25.22686327;0.634509838;11;3.33521195;1.855745616
Palmatolepis sp.;92.1911755;0.898472866;16;4.805703668;2.774623023
Palmatolepis sp.;65.24747575;0.699691051;19;4.184626039;2.454615469
Palmatolepis sp.;90.24433602;0.890581431;41;4.78451181;2.754933036
Palmatolepis sp.;91.62284515;0.89394506;21;4.791724886;2.767048168
Palmatolepis sp.;82.93727814;0.824718367;25;4.637659338;2.687829675
Palmatolepis sp.;82.45897009;0.827532772;17;4.619445005;2.667911183
Palmatolepis sp.;64.10715972;0.842486533;48;4.124020038;2.403419505
Palmatolepis sp.;91.42804237;0.897929025;20;4.789194788;2.767896847
Palmatolepis sp.;33.60123405;0.568060113;50;3.379835289;2.049041066
Palmatolepis sp.;89.63209553;0.887024627;21;4.781029447;2.747700864
Palmatolepis sp.;45.62870301;0.61949654;50;3.714526804;2.226654172
Palmatolepis sp.;91.73854284;0.898127044;12;4.794584022;2.771029226
Palmatolepis sp.;91.50663936;0.891420013;17;4.788037774;2.76469821
Palmatolepis sp.;82.64424383;0.873897977;42;4.599382113;2.641904768
Palmatolepis sp.;91.88091452;0.898234509;16;4.798027462;2.772176414
Palmatolepis sp.;84.48481629;0.840290879;44;4.639930929;2.684901316
Palmatolepis sp.;49.56452963;0.796229387;22;3.733129927;2.102569375
Palmatolepis sp.;76.02653953;0.866665128;35;4.416297284;2.584678245
Palmatolepis sp.;88.44749525;0.879548156;21;4.775642461;2.732375173
Palmatolepis sp.;46.24245711;0.596309932;37;3.721852697;2.226872273
Palmatolepis sp.;91.79961762;0.898173714;14;4.796051668;2.771525411
Palmatolepis sp.;86.44626507;0.895809457;16;4.783802679;2.690846752
Palmatolepis sp.;81.28251275;0.865110944;49;4.553830091;2.639825232
Palmatolepis sp.;57.47691562;0.680821763;21;4.052912769;2.385698972
Palmatolepis sp.;55.20305632;0.581921635;17;3.865100391;2.257766982
Palmatolepis sp.;60.35446405;0.834662589;39;4.030614314;2.331994498
Palmatolepis sp.;90.91234551;0.897584028;13;4.782806313;2.761752288
Palmatolepis sp.;89.39423032;0.883137034;43;4.741132315;2.741686552
Palmatolepis sp.;55.21631615;0.829185469;32;3.903344286;2.23394986
Palmatolepis sp.;78.94158199;0.792664768;44;4.486666092;2.610999021
Palmatolepis sp.;86.00465014;0.881845583;34;4.677450911;2.687071585
Palmatolepis sp.;23.15914048;0.603947082;24;3.086486818;1.908327875
Palmatolepis sp.;82.92960162;0.841061265;42;4.663684906;2.680273295
Palmatolepis sp.;85.18428892;0.880140021;38;4.656997928;2.677748212
Palmatolepis sp.;47.01522639;0.661324281;27;3.741978411;2.264866945
Palmatolepis sp.;54.41089508;0.801553517;31;3.894139614;2.174836035
Palmatolepis sp.;65.98671748;0.74670229;38;4.297254104;2.520702958
Palmatolepis sp.;75.40098117;0.762795347;43;4.3911218;2.565172186
Palmatolepis sp.;87.54400236;0.868718439;49;4.722555509;2.723125607
Palmatolepis sp.;80.25863426;0.82931589;47;4.603616575;2.633012921
Palmatolepis sp.;24.16435269;0.616334381;27;3.194211911;1.972453458
Palmatolepis sp.;67.45564397;0.825480004;49;4.188856468;2.503981951
Palmatolepis sp.;84.89033193;0.872573945;19;4.698262304;2.695215749
Palmatolepis sp.;18.0650264;0.498641371;46;2.743833524;1.746480545
Palmatolepis sp.;72.30451174;0.749814982;20;4.399043074;2.563376727
Palmatolepis sp.;81.03733764;0.835034087;47;4.6199425;2.643951177
Palmatolepis sp.;89.73774124;0.881921853;27;4.747848183;2.743422832
Palmatolepis sp.;89.33406979;0.89690816;17;4.793496693;2.733259192
Palmatolepis sp.;32.45991153;0.626769751;43;3.444296242;2.089352942
Palmatolepis sp.;82.47451075;0.873667637;45;4.595820674;2.677937569
Palmatolepis sp.;92.17667695;0.898466252;13;4.805573434;2.774443078
Palmatolepis sp.;20.43153733;0.587737762;28;3.009583623;1.87752752
Palmatolepis sp.;86.39893027;0.865997843;49;4.706413927;2.707616422
Palmatolepis sp.;52.01219108;0.813646589;32;3.792124525;2.19527923
Palmatolepis sp.;81.04601291;0.836488713;38;4.624628257;2.646090345
Palmatolepis sp.;88.9129023;0.896830398;15;4.792412072;2.727246402
Palmatolepis sp.;47.73580585;0.820955119;41;3.712209702;2.092398865
Palmatolepis sp.;85.70022707;0.86418243;50;4.696967708;2.699247117
Palmatolepis sp.;50.25227217;0.818040888;49;3.747722997;2.16721686
Palmatolepis sp.;45.74679834;0.593711023;30;3.65167344;2.21506858
Palmatolepis sp.;91.34409157;0.893901245;26;4.797267618;2.771590525
Palmatolepis sp.;66.29961011;0.690999525;41;4.207430893;2.469867122
Palmatolepis sp.;91.82769553;0.898189441;13;4.79647483;2.77182414
Palmatolepis sp.;92.11523456;0.898422731;12;4.804222403;2.773910857
Palmatolepis sp.;78.729884;0.794118232;20;4.482213072;2.607071443
Palmatolepis sp.;73.42463155;0.850402903;38;4.372539882;2.574282508
Palmatolepis sp.;90.86239488;0.892589945;17;4.786659033;2.765716783
Palmatolepis sp.;67.08702529;0.846113611;46;4.195738222;2.449462103
Palmatolepis sp.;91.62043143;0.898095822;38;4.794808643;2.769175639
Palmatolepis sp.;77.55964383;0.862794001;34;4.493044867;2.558773023
Palmatolepis sp.;78.76820885;0.867131473;46;4.511811054;2.637235529
Palmatolepis sp.;47.24112903;0.820897507;23;3.737266908;2.038868815
Palmatolepis sp.;92.08633631;0.898390803;18;4.803016377;2.773824259
Palmatolepis sp.;62.3917435;0.837431012;32;4.057374509;2.403864128
Palmatolepis sp.;15.92330165;0.541955591;41;2.716793753;1.745224778
Palmatolepis sp.;91.15515824;0.897731356;37;4.783413347;2.765430481
Palmatolepis sp.;65.21616193;0.844765866;33;4.125732681;2.450329223
Palmatolepis sp.;59.92770699;0.660625209;40;4.066516532;2.396984639
Palmatolepis sp.;77.17615797;0.832818765;40;4.512046074;2.606774491
Palmatolepis sp.;91.90011829;0.898252214;23;4.798594703;2.772303308
Palmatolepis sp.;54.35701517;0.666693452;49;3.908281458;2.344045564
Palmatolepis sp.;84.01021422;0.830045884;27;4.588523286;2.671962749
Palmatolepis sp.;59.08754129;0.807391493;12;3.969318716;2.293045521
Palmatolepis sp.;90.10329145;0.885586557;34;4.783933344;2.761897502
Palmatolepis sp.;39.34080448;0.594940714;45;3.553032916;2.135322655
Palmatolepis sp.;86.14321288;0.874921418;45;4.714306452;2.717014465
Palmatolepis sp.;91.96249397;0.898320722;14;4.801207946;2.772485381
Palmatolepis sp.;68.56903693;0.841343619;47;4.243650871;2.464708226
Palmatolepis sp.;90.74712234;0.893709573;29;4.77683795;2.758780134
Palmatolepis sp.;81.44840252;0.87081287;41;4.574559624;2.622358086
Palmatolepis sp.;70.65505785;0.728013505;50;4.330947088;2.53764965
Palmatolepis sp.;57.52745229;0.831648432;41;3.942400062;2.310219902
Palmatolepis sp.;91.94124158;0.89828923;11;4.799887659;2.772548335
Palmatolepis sp.;90.28551613;0.887383319;23;4.766354782;2.75660561
Palmatolepis sp.;88.66958339;0.872428996;35;4.730947653;2.735105818
