10 points;20 points;30 points;40 points;50 points;60 points;70 points;80 points;90 points;100 points;125 points;150 points;175 points;200 points;400 points;600 points;800 points;1000 points;1500 points
;;;;;;;;;;;;;;9.165515316;36.03218871;44.95650438;;
;;;;;;;;;;;;;;48.97893562;24.13734356;55.42259138;;
;;;;;;;;;;;;;;47.30851683;7.531872916;11.37916508;;
;;;;;;;;;;;;;;21.54669341;22.28078368;19.60564216;;
;;;;;;;;;;;;;;46.62032195;44.54135137;26.36544325;;
;;;;;;;;;;;;;;42.54263112;56.14688066;38.85567847;;
;;;;;;;;;;;;;;45.40010133;17.13007961;19.50564617;;
;;;;;;;;;;;;;;28.75172236;18.24990817;40.49989663;;
;;;;;;;;;;;;;;54.24653412;42.66520747;34.63343828;;
;;;;;;;;;;;;;;31.79472593;47.9960378;40.63897317;;
;;;;;;;;;;;;;;40.45222416;19.67669401;42.44100364;;
;;;;;;;;;;;;;;34.17143293;46.62023427;31.97078365;;
;;;;;;;;;;;;;;39.6759339;27.60363112;15.72335501;;
;;;;;;;;;;;;;;22.15179723;28.91713191;48.79653917;;
;;;;;;;;;;;;;;39.90705679;12.86314391;42.31691169;;
;;;;;;;;;;;;;;45.48010869;21.03156675;21.66228166;;
;;;;;;;;;;;;;;26.75890584;23.40293991;44.9988729;;
;;;;;;;;;;;;;;38.10853714;14.69918144;44.47597357;;
;;;;;;;;;;;;;;26.03770771;28.96579968;47.59262533;;
;;;;;;;;;;;;;;19.02027924;40.29229561;44.91881425;;
;;;;;;;;;;;;;;48.75877456;29.50936103;42.95060059;;
;;;;;;;;;;;;;;25.95894837;39.67458347;26.14944991;;
;;;;;;;;;;;;;;42.64822479;49.83763129;19.95729786;;
;;;;;;;;;;;;;;46.16509696;23.02837667;41.67169038;;
;;;;;;;;;;;;;;47.41753201;43.84483274;20.98718206;;
;;;;;;;;;;;;;;10.98188312;46.28345077;44.01221852;;
;;;;;;;;;;;;;;36.7428446;34.69653405;44.54656487;;
;;;;;;;;;;;;;;46.01988103;20.88980055;42.91876456;;
;;;;;;;;;;;;;;39.37266997;47.05678332;46.03259012;;
;;;;;;;;;;;;;;38.2529357;13.71851044;43.40431007;;
;;;;;;;;;;;;;;32.51727905;48.78032571;42.40949161;;
;;;;;;;;;;;;;;26.15559547;42.14646369;31.18940508;;
;;;;;;;;;;;;;;8.309008685;53.86783818;22.86461139;;
;;;;;;;;;;;;;;22.68263907;28.55208896;25.89812485;;
;;;;;;;;;;;;;;14.05829083;25.13660888;43.39050123;;
;;;;;;;;;;;;;;12.04860767;39.19515342;40.87221756;;
;;;;;;;;;;;;;;54.88096919;48.09421151;20.61085818;;
;;;;;;;;;;;;;;41.50634287;41.61373688;37.63843214;;
;;;;;;;;;;;;;;35.29813777;46.58610646;44.10747962;;
;;;;;;;;;;;;;;26.01023489;8.146378568;11.47661518;;
;;;;;;;;;;;;;;7.969647034;48.16925879;19.42593767;;
;;;;;;;;;;;;;;19.01754937;38.23013683;50.95674636;;
;;;;;;;;;;;;;;28.01921978;41.09337641;25.83006392;;
;;;;;;;;;;;;;;17.78320264;38.13029881;48.26023078;;
;;;;;;;;;;;;;;42.66054982;40.50631774;24.21814799;;
;;;;;;;;;;;;;;49.55376151;37.3467191;38.80669034;;
;;;;;;;;;;;;;;41.49106444;42.14356004;41.3193414;;
;;;;;;;;;;;;;;17.15667998;26.34896887;18.90948764;;
;;;;;;;;;;;;;;47.04572371;44.35447608;20.72380505;;
;;;;;;;;;;;;;;42.01526096;37.28206552;48.2760712;;
;;;;;;;;;;;;;;38.91715179;17.73396639;41.20372634;;
;;;;;;;;;;;;;;24.7155088;20.71400968;47.63578911;;
;;;;;;;;;;;;;;26.11203152;30.60980246;18.91954287;;
;;;;;;;;;;;;;;37.93976106;51.05381079;41.2697609;;
;;;;;;;;;;;;;;25.63369017;27.96424272;45.20565983;;
;;;;;;;;;;;;;;21.56006299;22.33514511;41.45680318;;
;;;;;;;;;;;;;;47.58210915;20.28231557;38.19923086;;
;;;;;;;;;;;;;;41.3143302;45.28256783;47.957482;;
;;;;;;;;;;;;;;40.47497042;47.83199032;26.40237858;;
;;;;;;;;;;;;;;33.22763526;47.59965483;37.28461964;;
;;;;;;;;;;;;;;30.27649962;30.1795044;28.21461769;;
;;;;;;;;;;;;;;46.38264561;42.7413663;9.095110622;;
;;;;;;;;;;;;;;46.5622962;27.32828387;18.29182919;;
;;;;;;;;;;;;;;46.771633;36.2828628;45.60053997;;
;;;;;;;;;;;;;;22.89541834;46.793118;46.30501827;;
;;;;;;;;;;;;;;28.79490663;26.71069583;43.21431836;;
;;;;;;;;;;;;;;19.12041095;39.97982961;7.791295007;;
;;;;;;;;;;;;;;31.96636336;23.46467473;17.93087547;;
;;;;;;;;;;;;;;40.04847637;22.54942263;18.34478214;;
;;;;;;;;;;;;;;59.16627545;29.64066886;48.56484666;;
;;;;;;;;;;;;;;41.62022685;24.00597137;47.91074475;;
;;;;;;;;;;;;;;46.4429553;48.80447206;45.89124481;;
;;;;;;;;;;;;;;24.46455691;33.96087923;21.21676329;;
;;;;;;;;;;;;;;9.889355472;47.2121604;38.4192804;;
;;;;;;;;;;;;;;29.19027535;16.74588318;38.13244516;;
;;;;;;;;;;;;;;48.29465651;44.93144579;36.56673392;;
;;;;;;;;;;;;;;48.25240753;41.09052495;40.57393064;;
;;;;;;;;;;;;;;18.75862122;48.16883325;52.22419637;;
;;;;;;;;;;;;;;36.3570121;43.12015388;47.97375353;;
;;;;;;;;;;;;;;15.60746778;48.72121646;25.41077442;;
;;;;;;;;;;;;;;42.32602133;45.02673367;39.41152241;;
;;;;;;;;;;;;;;42.27283424;48.34431993;62.57235912;;
;;;;;;;;;;;;;;9.540965859;37.41009409;68.19397264;;
;;;;;;;;;;;;;;47.33615276;40.77912179;48.49562287;;
;;;;;;;;;;;;;;43.18629058;36.63933833;38.28865316;;
;;;;;;;;;;;;;;33.70659611;51.66455559;27.03822005;;
;;;;;;;;;;;;;;21.90158236;27.10756;30.59987496;;
;;;;;;;;;;;;;;38.88956413;21.70791188;28.59848529;;
;;;;;;;;;;;;;;41.28489253;48.51226955;22.52011751;;
;;;;;;;;;;;;;;43.47251386;48.40322479;45.14102668;;
;;;;;;;;;;;;;;44.98382323;27.18135415;26.34896887;;
;;;;;;;;;;;;;;16.4866768;23.28303592;47.07566125;;
;;;;;;;;;;;;;;31.46100617;20.07801676;34.09789354;;
;;;;;;;;;;;;;;40.6652546;47.6654973;36.83189758;;
;;;;;;;;;;;;;;10.58559726;43.6110834;58.15344284;;
;;;;;;;;;;;;;;47.979178;41.23210491;17.80656602;;
;;;;;;;;;;;;;;18.9060206;16.1242424;22.37825972;;
;;;;;;;;;;;;;;36.3843647;42.94368922;48.34709451;;
;;;;;;;;;;;;;;49.34543772;53.36096073;56.96941554;;
;;;;;;;;;;;;;;26.1944631;41.11434224;27.79109198;;
;;;;;;;;;;;;;;21.57980669;23.45311326;36.43470941;;
;;;;;;;;;;;;;;17.28045449;18.77700083;23.26413779;;
;;;;;;;;;;;;;;36.82446065;27.35256306;30.12956828;;
;;;;;;;;;;;;;;38.7346481;42.83929837;44.01339826;;
;;;;;;;;;;;;;;11.18182104;46.48398581;28.20415951;;
;;;;;;;;;;;;;;48.71216343;46.58955291;44.0822469;;
;;;;;;;;;;;;;;40.79956066;22.98992474;17.91943469;;
;;;;;;;;;;;;;;48.74404387;46.53159047;28.69852694;;
;;;;;;;;;;;;;;47.43707715;21.21982456;29.71823818;;
;;;;;;;;;;;;;;42.11131497;59.98714748;36.58150181;;
;;;;;;;;;;;;;;43.18548753;41.40041708;52.44166911;;
;;;;;;;;;;;;;;43.05178707;48.49566148;20.17116239;;
;;;;;;;;;;;;;;10.52548498;21.15706302;19.16911448;;
;;;;;;;;;;;;;;25.16604798;7.846823586;34.18063739;;
;;;;;;;;;;;;;;33.88214304;23.92792766;35.4426337;;
;;;;;;;;;;;;;;41.41029313;44.77675425;39.51641531;;
;;;;;;;;;;;;;;19.93996581;43.28220444;27.15562227;;
;;;;;;;;;;;;;;47.5400523;19.3752484;10.34879126;;
;;;;;;;;;;;;;;21.48325325;31.98023171;40.61650475;;
;;;;;;;;;;;;;;46.56749607;44.34732774;49.07791838;;
;;;;;;;;;;;;;;20.41110702;41.01108006;41.97176194;;
;;;;;;;;;;;;;;25.84087885;33.1380227;40.96927486;;
;;;;;;;;;;;;;;22.68973478;43.49870472;22.61727394;;
;;;;;;;;;;;;;;8.357361576;38.73838131;43.91978015;;
;;;;;;;;;;;;;;44.36071972;28.12230569;28.50094447;;
;;;;;;;;;;;;;;38.25274721;20.62236569;12.22047102;;
;;;;;;;;;;;;;;18.91636545;24.8744967;19.47790193;;
;;;;;;;;;;;;;;53.15160376;30.55467891;48.7243943;;
;;;;;;;;;;;;;;39.82318389;42.89867601;22.31318216;;
;;;;;;;;;;;;;;24.58238909;50.68950813;47.36118912;;
;;;;;;;;;;;;;;44.164392;50.56199018;34.52562458;;
;;;;;;;;;;;;;;28.32892843;40.24036962;48.03231368;;
;;;;;;;;;;;;;;44.86981596;41.18606416;32.58894817;;
;;;;;;;;;;;;;;46.94310191;26.18680612;50.004951;;
;;;;;;;;;;;;;;19.99943682;37.14138073;47.44256816;;
;;;;;;;;;;;;;;20.67672279;47.82553071;44.93969107;;
;;;;;;;;;;;;;;41.61556998;45.74901984;25.74328612;;
;;;;;;;;;;;;;;46.05019513;28.23160093;21.99261737;;
;;;;;;;;;;;;;;49.50037947;40.49899354;30.42199148;;
;;;;;;;;;;;;;;45.71590934;21.17493674;17.70744867;;
;;;;;;;;;;;;;;17.51949242;46.39350278;50.10442693;;
;;;;;;;;;;;;;;41.96188959;38.97172625;41.47925659;;
;;;;;;;;;;;;;;9.727749642;18.52995468;30.52942593;;
;;;;;;;;;;;;;;41.99389696;46.46936035;16.76112435;;
;;;;;;;;;;;;;;36.86310781;35.23555941;44.34889666;;
;;;;;;;;;;;;;;37.90832952;27.70966993;26.05627096;;
;;;;;;;;;;;;;;24.48701122;46.51631214;8.927856642;;
;;;;;;;;;;;;;;30.75614908;43.29611745;43.96405987;;
;;;;;;;;;;;;;;40.4630752;26.9581671;28.62040502;;
;;;;;;;;;;;;;;27.57101414;17.1631908;20.0300496;;
;;;;;;;;;;;;;;8.096997427;24.98290098;20.17318756;;
;;;;;;;;;;;;;;49.49426407;44.67668711;27.63561234;;
;;;;;;;;;;;;;;44.87904526;28.44499264;21.09159834;;
;;;;;;;;;;;;;;26.18145307;37.6875624;45.90126502;;
;;;;;;;;;;;;;;43.48110075;24.90310461;42.40652733;;
;;;;;;;;;;;;;;25.4343663;28.50951873;36.47079757;;
;;;;;;;;;;;;;;52.14247243;23.5267342;29.91883157;;
;;;;;;;;;;;;;;40.82894803;38.55112025;39.37109616;;
;;;;;;;;;;;;;;21.88307383;43.42732416;44.29493195;;
;;;;;;;;;;;;;;38.33646724;49.08520462;18.78632394;;
;;;;;;;;;;;;;;41.67738466;25.08298078;44.51804334;;
;;;;;;;;;;;;;;40.83571907;28.62343047;40.39625248;;
;;;;;;;;;;;;;;26.81589087;23.16191171;36.07832313;;
;;;;;;;;;;;;;;39.36130969;19.33325219;39.90008906;;
;;;;;;;;;;;;;;42.53402866;46.58867463;16.27081296;;
;;;;;;;;;;;;;;15.75360817;38.64801967;36.35092483;;
;;;;;;;;;;;;;;23.24471432;8.760303599;16.88026084;;
;;;;;;;;;;;;;;44.51944817;15.05969267;37.99285498;;
;;;;;;;;;;;;;;49.57641341;19.85388693;47.69429608;;
;;;;;;;;;;;;;;14.34486479;43.5599246;42.53436533;;
;;;;;;;;;;;;;;24.76635942;33.00164196;16.38687788;;
;;;;;;;;;;;;;;43.95166934;40.87923189;47.65393999;;
;;;;;;;;;;;;;;29.79605981;41.46047141;43.31088225;;
;;;;;;;;;;;;;;20.10533725;16.88089543;36.60438891;;
;;;;;;;;;;;;;;48.34152656;21.43059316;92.1463265;;
;;;;;;;;;;;;;;18.71100107;28.82752011;30.79016987;;
;;;;;;;;;;;;;;29.84009733;27.12098136;39.15876129;;
;;;;;;;;;;;;;;30.33234648;44.4958019;57.21951562;;
;;;;;;;;;;;;;;;17.59934582;38.56664425;;
;;;;;;;;;;;;;;;51.96214575;34.47413321;;
;;;;;;;;;;;;;;;43.83071815;39.1583418;;
;;;;;;;;;;;;;;;40.35142469;43.27796876;;
;;;;;;;;;;;;;;;23.84824929;32.98715349;;
;;;;;;;;;;;;;;;23.12893404;39.06455314;;
;;;;;;;;;;;;;;;40.23930971;20.83691756;;
;;;;;;;;;;;;;;;22.78574437;23.56031175;;
;;;;;;;;;;;;;;;50.95686775;19.83388473;;
;;;;;;;;;;;;;;;43.06625826;17.28286705;;
;;;;;;;;;;;;;;;46.50287665;41.94213644;;
;;;;;;;;;;;;;;;41.50087921;48.12925487;;
;;;;;;;;;;;;;;;8.173876303;48.3425909;;
;;;;;;;;;;;;;;;18.52898759;41.87797005;;
;;;;;;;;;;;;;;;41.47564275;42.01521485;;
;;;;;;;;;;;;;;;23.41291582;23.42460058;;
;;;;;;;;;;;;;;;49.26468722;24.12652831;;
;;;;;;;;;;;;;;;42.79029095;44.37038054;;
;;;;;;;;;;;;;;;47.19651784;41.65201683;;
;;;;;;;;;;;;;;;44.6080727;38.34307135;;
;;;;;;;;;;;;;;;37.69579157;51.18244251;;
;;;;;;;;;;;;;;;47.9289796;20.48466739;;
;;;;;;;;;;;;;;;41.92178458;23.58427938;;
;;;;;;;;;;;;;;;39.78658846;23.93980579;;
;;;;;;;;;;;;;;;38.98912276;28.96490654;;
;;;;;;;;;;;;;;;7.845702598;23.53789642;;
;;;;;;;;;;;;;;;14.40658246;41.23668297;;
;;;;;;;;;;;;;;;40.77688938;33.76220361;;
;;;;;;;;;;;;;;;42.37436429;44.69327598;;
;;;;;;;;;;;;;;;8.843748288;46.66466856;;
;;;;;;;;;;;;;;;39.37278238;27.18409557;;
;;;;;;;;;;;;;;;12.6548153;38.60052167;;
;;;;;;;;;;;;;;;41.38044323;30.28397984;;
;;;;;;;;;;;;;;;40.94584318;43.90029023;;
;;;;;;;;;;;;;;;21.60518367;41.71668091;;
;;;;;;;;;;;;;;;41.23372464;29.27289613;;
;;;;;;;;;;;;;;;18.89132487;41.26024912;;
;;;;;;;;;;;;;;;49.20082158;23.19639175;;
;;;;;;;;;;;;;;;20.05449756;24.95596834;;
;;;;;;;;;;;;;;;41.05741355;15.58330465;;
;;;;;;;;;;;;;;;45.94461209;26.8011063;;
;;;;;;;;;;;;;;;41.50911061;17.35040395;;
;;;;;;;;;;;;;;;34.92997208;37.94115341;;
;;;;;;;;;;;;;;;7.948335479;41.59692803;;
;;;;;;;;;;;;;;;43.37710402;41.14547043;;
;;;;;;;;;;;;;;;23.18040763;46.60126016;;
;;;;;;;;;;;;;;;47.87680952;47.10475526;;
;;;;;;;;;;;;;;;10.57272892;17.29474209;;
;;;;;;;;;;;;;;;21.12575156;47.53572916;;
;;;;;;;;;;;;;;;46.19074055;27.01492266;;
;;;;;;;;;;;;;;;40.39990596;44.57077619;;
;;;;;;;;;;;;;;;48.72966615;27.2844155;;
;;;;;;;;;;;;;;;25.66856835;9.085853937;;
;;;;;;;;;;;;;;;46.54471346;30.74276721;;
;;;;;;;;;;;;;;;12.55378663;48.97923051;;
;;;;;;;;;;;;;;;36.52186286;21.02631111;;
;;;;;;;;;;;;;;;35.62329442;29.15193103;;
;;;;;;;;;;;;;;;32.80737216;43.87596612;;
;;;;;;;;;;;;;;;30.97900631;23.28159427;;
;;;;;;;;;;;;;;;44.51181402;46.92247423;;
;;;;;;;;;;;;;;;48.75866158;32.59674673;;
;;;;;;;;;;;;;;;39.47277948;33.80918175;;
;;;;;;;;;;;;;;;27.59937342;21.87326832;;
;;;;;;;;;;;;;;;33.82740075;28.71566928;;
;;;;;;;;;;;;;;;30.39130647;44.17313481;;
;;;;;;;;;;;;;;;23.36765736;8.073788872;;
;;;;;;;;;;;;;;;35.07134798;28.40322531;;
;;;;;;;;;;;;;;;32.31143285;22.55832511;;
;;;;;;;;;;;;;;;41.25138504;40.74532056;;
;;;;;;;;;;;;;;;44.89880961;43.17808855;;
;;;;;;;;;;;;;;;20.04068426;44.65670506;;
;;;;;;;;;;;;;;;37.77478566;41.08715819;;
;;;;;;;;;;;;;;;47.29476994;44.82595539;;
;;;;;;;;;;;;;;;14.86275634;40.48564239;;
;;;;;;;;;;;;;;;25.57616631;41.69230429;;
;;;;;;;;;;;;;;;42.70227398;40.32833191;;
;;;;;;;;;;;;;;;43.51875056;42.52060824;;
;;;;;;;;;;;;;;;18.51236083;46.3186837;;
;;;;;;;;;;;;;;;38.57206919;27.65535148;;
;;;;;;;;;;;;;;;21.56006299;48.61306624;;
;;;;;;;;;;;;;;;31.74268611;30.1890124;;
;;;;;;;;;;;;;;;47.16990647;28.06941937;;
;;;;;;;;;;;;;;;25.98676756;42.24200167;;
;;;;;;;;;;;;;;;44.81317122;31.33389919;;
;;;;;;;;;;;;;;;22.47823466;35.32096703;;
;;;;;;;;;;;;;;;21.10316479;41.03768628;;
;;;;;;;;;;;;;;;42.1189159;31.58774486;;
;;;;;;;;;;;;;;;45.87038119;45.47413888;;
;;;;;;;;;;;;;;;17.88332622;26.65539093;;
;;;;;;;;;;;;;;;47.20171355;15.05172217;;
;;;;;;;;;;;;;;;34.48617564;46.88293457;;
;;;;;;;;;;;;;;;21.88567072;41.52819554;;
;;;;;;;;;;;;;;;19.37226465;27.17303696;;
;;;;;;;;;;;;;;;23.39116574;26.97419708;;
;;;;;;;;;;;;;;;31.68066159;61.46004068;;
;;;;;;;;;;;;;;;18.45170736;41.6796429;;
;;;;;;;;;;;;;;;39.65739556;39.80395562;;
;;;;;;;;;;;;;;;26.87697986;19.96061553;;
;;;;;;;;;;;;;;;45.0080961;61.03773155;;
;;;;;;;;;;;;;;;32.92829108;33.23342936;;
;;;;;;;;;;;;;;;36.87771865;39.84091054;;
;;;;;;;;;;;;;;;16.48181197;41.42016472;;
;;;;;;;;;;;;;;;25.02920735;20.81539635;;
;;;;;;;;;;;;;;;43.78816197;23.69513996;;
;;;;;;;;;;;;;;;31.01672357;47.78169636;;
;;;;;;;;;;;;;;;11.04467149;37.15916387;;
;;;;;;;;;;;;;;;41.81638758;22.22485597;;
;;;;;;;;;;;;;;;37.06338262;42.86723336;;
;;;;;;;;;;;;;;;21.57330894;20.8551863;;
;;;;;;;;;;;;;;;26.05920643;28.47115051;;
;;;;;;;;;;;;;;;18.58693695;20.05144939;;
;;;;;;;;;;;;;;;24.91029187;22.23066536;;
;;;;;;;;;;;;;;;40.75163026;42.19074792;;
;;;;;;;;;;;;;;;21.68694521;12.6920824;;
;;;;;;;;;;;;;;;50.70369618;23.98829129;;
;;;;;;;;;;;;;;;54.34110784;44.24665187;;
;;;;;;;;;;;;;;;26.19871349;40.54125601;;
;;;;;;;;;;;;;;;21.1646462;45.61417232;;
;;;;;;;;;;;;;;;20.10485047;25.15474446;;
;;;;;;;;;;;;;;;46.14020481;30.21557067;;
;;;;;;;;;;;;;;;39.29691685;37.07890264;;
;;;;;;;;;;;;;;;46.0220678;45.24136701;;
;;;;;;;;;;;;;;;50.77085828;49.19819589;;
;;;;;;;;;;;;;;;23.29120782;41.46308089;;
;;;;;;;;;;;;;;;12.43552333;30.02198424;;
;;;;;;;;;;;;;;;21.55418487;41.02359545;;
;;;;;;;;;;;;;;;49.34823057;20.26056865;;
;;;;;;;;;;;;;;;25.8350534;42.94371394;;
;;;;;;;;;;;;;;;43.82013049;41.52883767;;
;;;;;;;;;;;;;;;43.00649902;11.92162903;;
;;;;;;;;;;;;;;;42.80404474;47.55676081;;
;;;;;;;;;;;;;;;51.31319739;32.26749647;;
;;;;;;;;;;;;;;;8.778231093;45.7900108;;
;;;;;;;;;;;;;;;20.11307493;45.39935426;;
;;;;;;;;;;;;;;;43.27590804;40.75978233;;
;;;;;;;;;;;;;;;51.19405622;43.1861534;;
;;;;;;;;;;;;;;;42.12905822;42.22121346;;
;;;;;;;;;;;;;;;21.70632618;41.97787972;;
;;;;;;;;;;;;;;;13.2729699;40.76132052;;
;;;;;;;;;;;;;;;22.91010293;44.54903015;;
;;;;;;;;;;;;;;;37.9957117;23.33793517;;
;;;;;;;;;;;;;;;44.59983684;21.50090787;;
;;;;;;;;;;;;;;;46.38437656;45.85797942;;
;;;;;;;;;;;;;;;39.00405361;44.52267303;;
;;;;;;;;;;;;;;;47.44726764;34.73635674;;
;;;;;;;;;;;;;;;31.33437137;46.35833013;;
;;;;;;;;;;;;;;;26.32987336;45.482479;;
;;;;;;;;;;;;;;;39.63095952;50.161198;;
;;;;;;;;;;;;;;;42.44058047;45.24971454;;
;;;;;;;;;;;;;;;35.08559089;25.15114782;;
;;;;;;;;;;;;;;;40.57192278;47.58391273;;
;;;;;;;;;;;;;;;34.5775086;48.45736549;;
;;;;;;;;;;;;;;;20.43286208;36.62992326;;
;;;;;;;;;;;;;;;46.20867667;28.38869913;;
;;;;;;;;;;;;;;;21.79967388;46.50167037;;
;;;;;;;;;;;;;;;22.95142495;34.7889667;;
;;;;;;;;;;;;;;;45.6086371;43.22632064;;
;;;;;;;;;;;;;;;44.5103641;25.13960671;;
;;;;;;;;;;;;;;;37.03476742;18.80625912;;
;;;;;;;;;;;;;;;34.1768424;49.34594396;;
;;;;;;;;;;;;;;;17.7448227;39.55975939;;
;;;;;;;;;;;;;;;48.17123304;46.61892433;;
;;;;;;;;;;;;;;;18.80986689;46.31242414;;
;;;;;;;;;;;;;;;21.27506645;30.2819635;;
;;;;;;;;;;;;;;;44.69641475;31.02286196;;
;;;;;;;;;;;;;;;38.98003039;16.41305255;;
;;;;;;;;;;;;;;;31.10307945;25.33639037;;
;;;;;;;;;;;;;;;43.77248295;32.21652556;;
;;;;;;;;;;;;;;;41.29816205;47.05446398;;
;;;;;;;;;;;;;;;29.25595529;42.50211581;;
;;;;;;;;;;;;;;;41.31203975;8.654799313;;
;;;;;;;;;;;;;;;20.10061569;14.45974138;;
;;;;;;;;;;;;;;;10.73332528;11.0622949;;
;;;;;;;;;;;;;;;7.921857775;47.00610853;;
;;;;;;;;;;;;;;;22.52119301;28.31861085;;
;;;;;;;;;;;;;;;10.20222319;36.1829878;;
;;;;;;;;;;;;;;;20.64873991;46.46244231;;
;;;;;;;;;;;;;;;50.42049683;32.876376;;
;;;;;;;;;;;;;;;29.08927403;45.46750988;;
;;;;;;;;;;;;;;;40.86516384;40.57662974;;
;;;;;;;;;;;;;;;10.25695181;21.23610102;;
;;;;;;;;;;;;;;;20.77153432;21.27728455;;
;;;;;;;;;;;;;;;10.98906065;43.29345531;;
;;;;;;;;;;;;;;;50.60992452;9.831442318;;
;;;;;;;;;;;;;;;25.50065624;60.13844272;;
;;;;;;;;;;;;;;;40.96467238;14.40057557;;
;;;;;;;;;;;;;;;61.95823119;21.52416755;;
;;;;;;;;;;;;;;;55.38467537;41.84755376;;
;;;;;;;;;;;;;;;16.87402026;17.72332945;;
;;;;;;;;;;;;;;;27.26009827;44.40490229;;
;;;;;;;;;;;;;;;45.6123681;35.76653759;;
;;;;;;;;;;;;;;;22.28161991;34.79162527;;
;;;;;;;;;;;;;;;31.37685071;31.73675898;;
;;;;;;;;;;;;;;;40.12497277;18.41647064;;
;;;;;;;;;;;;;;;13.53546534;43.53459415;;
;;;;;;;;;;;;;;;38.33365861;41.41996444;;
;;;;;;;;;;;;;;;36.88664132;25.11445093;;
;;;;;;;;;;;;;;;51.51158485;40.57862794;;
;;;;;;;;;;;;;;;40.71757328;44.55866518;;
;;;;;;;;;;;;;;;28.08872164;;;
